"","State.province","Elevation.m.","Latitude","Genus","Taxon","FullTax","Sp.abund","Plot.abund","Weights"
"2570","Puntarenas",75,"9.37822","Faramea","Faramea occidentalis","Rubiaceae/Faramea/Faramea_occidentalis",1,265,0.00377358490566038
"2571","Puntarenas",75,"9.37822","Astrocaryum","Astrocaryum standleyanum","Arecaceae/Astrocaryum/Astrocaryum_standleyanum",1,265,0.00377358490566038
"2573","Puntarenas",75,"9.37822","Cordia","Cordia collococca","Boraginaceae/Cordia/Cordia_collococca",3,265,0.0113207547169811
"2577","Puntarenas",75,"9.37822","Omphalea","Omphalea diandra","Euphorbiaceae/Omphalea/Omphalea_diandra",1,265,0.00377358490566038
"2580","Puntarenas",75,"9.37822","Cordia","NULL","Boraginaceae/Cordia/Cordia_sp2",1,265,0.00377358490566038
"2593","Puntarenas",75,"9.37822","Apeiba","Apeiba tibourbou","Malvaceae/Apeiba/Apeiba_tibourbou",1,265,0.00377358490566038
"2597","Puntarenas",75,"9.37822","Discophora","Discophora guianensis","Stemonuraceae/Discophora/Discophora_guianensis",1,265,0.00377358490566038
"2604","Puntarenas",75,"9.37822","Arrabidaea","NULL","Bignoniaceae/Arrabidaea/Arrabidaea_sp1",2,265,0.00754716981132075
"2605","Puntarenas",75,"9.37822","Maytenus","Maytenus guyanensis","Celastraceae/Maytenus/Maytenus_guyanensis",5,265,0.0188679245283019
"2609","Puntarenas",75,"9.37822","Lonchocarpus","Lonchocarpus heptaphyllus","Fabaceae/Lonchocarpus/Lonchocarpus_heptaphyllus",1,265,0.00377358490566038
"2621","Puntarenas",75,"9.37822","Trema","Trema micrantha","Cannabaceae/Trema/Trema_micrantha",1,265,0.00377358490566038
"2624","Puntarenas",75,"9.37822","Myrciaria","Myrciaria floribunda","Myrtaceae/Myrciaria/Myrciaria_floribunda",1,265,0.00377358490566038
"2631","Puntarenas",75,"9.37822","Heisteria","Heisteria concinna","Olacaceae/Heisteria/Heisteria_concinna",3,265,0.0113207547169811
"2648","Puntarenas",75,"9.37822","Rourea","Rourea glabra","Connaraceae/Rourea/Rourea_glabra",1,265,0.00377358490566038
"2649","Puntarenas",75,"9.37822","Cydista","NULL","Bignoniaceae/Cydista/Cydista_sp1",1,265,0.00377358490566038
"2651","Puntarenas",75,"9.37822","Tetrathylacium","Tetrathylacium johansenii","Salicaceae/Tetrathylacium/Tetrathylacium_johansenii",1,265,0.00377358490566038
"2663","Puntarenas",75,"9.37822","Arrabidaea","Arrabidaea candicans","Bignoniaceae/Arrabidaea/Arrabidaea_candicans",1,265,0.00377358490566038
"2666","Puntarenas",75,"9.37822","Trichilia","NULL","Meliaceae/Trichilia/Trichilia_sp1",1,265,0.00377358490566038
"2676","Puntarenas",75,"9.37822","Ocotea","Ocotea leucoxylon","Lauraceae/Ocotea/Ocotea_leucoxylon",1,265,0.00377358490566038
"2678","Puntarenas",75,"9.37822","Arrabidaea","NULL","Bignoniaceae/Arrabidaea/Arrabidaea_sp4",1,265,0.00377358490566038
"2688","Puntarenas",75,"9.37822","Mimosa","Mimosa caesalpiniifolia","Fabaceae/Mimosa/Mimosa_caesalpiniifolia",1,265,0.00377358490566038
"2693","Puntarenas",515,"9.49989","Bactris","NULL","Arecaceae/Bactris/Bactris_sp1",2,303,0.0066006600660066
"2694","Puntarenas",515,"9.49989","Compsoneura","Compsoneura excelsa","Myristicaceae/Compsoneura/Compsoneura_excelsa",11,303,0.0363036303630363
"2695","Puntarenas",515,"9.49989","Croton","Croton megistocarpus","Euphorbiaceae/Croton/Croton_megistocarpus",2,303,0.0066006600660066
"2696","Puntarenas",515,"9.49989","Lacmellea","Lacmellea zamorae","Apocynaceae/Lacmellea/Lacmellea_zamorae",2,303,0.0066006600660066
"2697","Puntarenas",515,"9.49989","Virola","Virola koschnyi","Myristicaceae/Virola/Virola_koschnyi",1,303,0.0033003300330033
"2698","Puntarenas",515,"9.49989","Carapa","Carapa guianensis","Meliaceae/Carapa/Carapa_guianensis",5,303,0.0165016501650165
"2699","Puntarenas",515,"9.49989","Geonoma","NULL","Arecaceae/Geonoma/Geonoma_sp1",6,303,0.0198019801980198
"2700","Puntarenas",515,"9.49989","Sorocea","NULL","Moraceae/Sorocea/Sorocea_hispidula",2,303,0.0066006600660066
"2701","Puntarenas",515,"9.49989","Rinorea","Rinorea hummelii","Violaceae/Rinorea/Rinorea_hummelii",1,303,0.0033003300330033
"2702","Puntarenas",515,"9.49989","Quiina","Quiina macrophylla","Ochnaceae/Quiina/Quiina_macrophylla",1,303,0.0033003300330033
"2703","Puntarenas",515,"9.49989","Odontadenia","Odontadenia verrucosa","Apocynaceae/Odontadenia/Odontadenia_verrucosa",6,303,0.0198019801980198
"2704","Puntarenas",515,"9.49989","Calophyllum","Calophyllum longifolium","Calophyllaceae/Calophyllum/Calophyllum_longifolium",1,303,0.0033003300330033
"2705","Puntarenas",515,"9.49989","Protium","Protium glabrescens","Burseraceae/Protium/Protium_glabrescens",2,303,0.0066006600660066
"2707","Puntarenas",515,"9.49989","Rinorea","Rinorea squamata","Violaceae/Rinorea/Rinorea_squamata",3,303,0.0099009900990099
"2708","Puntarenas",515,"9.49989","Iriartea","Iriartea deltoidea","Arecaceae/Iriartea/Iriartea_deltoidea",20,303,0.066006600660066
"2709","Puntarenas",515,"9.49989","Aniba","Aniba venezuelana","Lauraceae/Aniba/Aniba_venezuelana",1,303,0.0033003300330033
"2710","Puntarenas",515,"9.49989","Maranthes","Maranthes panamensis","Chrysobalanaceae/Maranthes/Maranthes_panamensis",1,303,0.0033003300330033
"2711","Puntarenas",515,"9.49989","Doliocarpus","Doliocarpus multiflorus","Dilleniaceae/Doliocarpus/Doliocarpus_multiflorus",7,303,0.0231023102310231
"2712","Puntarenas",515,"9.49989","Saurauia","Saurauia yasicae","Actinidiaceae/Saurauia/Saurauia_yasicae",9,303,0.0297029702970297
"2713","Puntarenas",515,"9.49989","Aegiphila","Aegiphila cephalophora","Lamiaceae/Aegiphila/Aegiphila_cephalophora",1,303,0.0033003300330033
"2714","Puntarenas",515,"9.49989","Mabea","Mabea excelsa","Euphorbiaceae/Mabea/Mabea_excelsa",6,303,0.0198019801980198
"2715","Puntarenas",515,"9.49989","Hernandia","Hernandia stenura","Hernandiaceae/Hernandia/Hernandia_stenura",1,303,0.0033003300330033
"2716","Puntarenas",515,"9.49989","Brosimum","Brosimum utile","Moraceae/Brosimum/Brosimum_utile",6,303,0.0198019801980198
"2717","Puntarenas",515,"9.49989","Rinorea","Rinorea crenata","Violaceae/Rinorea/Rinorea_crenata",26,303,0.0858085808580858
"2718","Puntarenas",515,"9.49989","Gymnanthes","Gymnanthes riparia","Euphorbiaceae/Gymnanthes/Gymnanthes_riparia",3,303,0.0099009900990099
"2721","Puntarenas",515,"9.49989","Swartzia","Swartzia simplex","Fabaceae/Swartzia/Swartzia_simplex",4,303,0.0132013201320132
"2722","Puntarenas",515,"9.49989","Guarea","Guarea pterorhachis","Meliaceae/Guarea/Guarea_pterorhachis",1,303,0.0033003300330033
"2723","Puntarenas",515,"9.49989","Inga","Inga jinicuil","Fabaceae/Inga/Inga_jinicuil",1,303,0.0033003300330033
"2726","Puntarenas",515,"9.49989","Vochysia","Vochysia megalophylla","Vochysiaceae/Vochysia/Vochysia_megalophylla",5,303,0.0165016501650165
"2727","Puntarenas",515,"9.49989","Dendropanax","Dendropanax arboreus","Araliaceae/Dendropanax/Dendropanax_arboreus",3,303,0.0099009900990099
"2728","Puntarenas",515,"9.49989","Talisia","Talisia macrophylla","Sapindaceae/Talisia/Talisia_macrophylla",2,303,0.0066006600660066
"2729","Puntarenas",515,"9.49989","Macrolobium","Macrolobium costaricense","Fabaceae/Macrolobium/Macrolobium_costaricense",1,303,0.0033003300330033
"2730","Puntarenas",515,"9.49989","Protium","NULL","Burseraceae/Protium/Protium_sp1",3,303,0.0099009900990099
"2732","Puntarenas",515,"9.49989","Richeria","Richeria dressleri","Phyllanthaceae/Richeria/Richeria_dressleri",2,303,0.0066006600660066
"2737","Puntarenas",515,"9.49989","Virola","Virola guatemalensis","Myristicaceae/Virola/Virola_guatemalensis",6,303,0.0198019801980198
"2739","Puntarenas",515,"9.49989","Synechanthus","Synechanthus warscewiczianus","Arecaceae/Synechanthus/Synechanthus_warscewiczianus",4,303,0.0132013201320132
"2740","Puntarenas",515,"9.49989","Psychotria","Psychotria solitudinum","Rubiaceae/Psychotria/Psychotria_solitudinum",10,303,0.033003300330033
"2745","Puntarenas",515,"9.49989","Paullinia","Paullinia bracteosa","Sapindaceae/Paullinia/Paullinia_bracteosa",1,303,0.0033003300330033
"2747","Puntarenas",515,"9.49989","Eugenia","Eugenia acapulcensis","Myrtaceae/Eugenia/Eugenia_acapulcensis",6,303,0.0198019801980198
"2748","Puntarenas",515,"9.49989","Allomarkgrafia","Allomarkgrafia plumeriiflora","Apocynaceae/Allomarkgrafia/Allomarkgrafia_plumeriiflora",3,303,0.0099009900990099
"2749","Puntarenas",515,"9.49989","Pouteria","Pouteria subrotata","Sapotaceae/Pouteria/Pouteria_subrotata",3,303,0.0099009900990099
"2754","Puntarenas",515,"9.49989","Garcinia","Garcinia intermedia","Clusiaceae/Garcinia/Garcinia_intermedia",3,303,0.0099009900990099
"2755","Puntarenas",515,"9.49989","BignoniaceaeIndet.","NULL","Bignoniaceae/BignoniaceaeIndet/BignoniaceaeIndet_sp6",1,303,0.0033003300330033
"2758","Puntarenas",515,"9.49989","Mouriri","Mouriri cyphocarpa","Melastomataceae/Mouriri/Mouriri_cyphocarpa",1,303,0.0033003300330033
"2759","Puntarenas",515,"9.49989","Tovomita","Tovomita longifolia","Clusiaceae/Tovomita/Tovomita_longifolia",3,303,0.0099009900990099
"2760","Puntarenas",515,"9.49989","Protium","Protium glabrum","Burseraceae/Protium/Protium_glabrum",4,303,0.0132013201320132
"2764","Puntarenas",515,"9.49989","Chione","Chione venosa","Rubiaceae/Chione/Chione_venosa",12,303,0.0396039603960396
"2767","Puntarenas",515,"9.49989","Unonopsis","Unonopsis theobromifolia","Annonaceae/Unonopsis/Unonopsis_theobromifolia",2,303,0.0066006600660066
"2769","Puntarenas",515,"9.49989","Tetrathylacium","Tetrathylacium johansenii","Salicaceae/Tetrathylacium/Tetrathylacium_johansenii",9,303,0.0297029702970297
"2770","Puntarenas",515,"9.49989","Talauma","Talauma gloriensis","Magnoliaceae/Talauma/Talauma_gloriensis",2,303,0.0066006600660066
"2772","Puntarenas",515,"9.49989","Tetracera","Tetracera volubilis","Dilleniaceae/Tetracera/Tetracera_volubilis",3,303,0.0099009900990099
"2775","Puntarenas",515,"9.49989","Maripa","Maripa nicaraguensis","Convolvulaceae/Maripa/Maripa_nicaraguensis",2,303,0.0066006600660066
"2780","Puntarenas",515,"9.49989","Terminalia","Terminalia amazonia","Combretaceae/Terminalia/Terminalia_amazonia",1,303,0.0033003300330033
"2781","Puntarenas",515,"9.49989","Bunchosia","Bunchosia ursana","Malpighiaceae/Bunchosia/Bunchosia_ursana",1,303,0.0033003300330033
"2785","Puntarenas",515,"9.49989","Casearia","Casearia arguta","Salicaceae/Casearia/Casearia_arguta",1,303,0.0033003300330033
"2787","Puntarenas",515,"9.49989","Chrysophyllum","NULL","Sapotaceae/Chrysophyllum/Chrysophyllum_sp2",1,303,0.0033003300330033
"2790","Puntarenas",515,"9.49989","Discophora","Discophora guianensis","Stemonuraceae/Discophora/Discophora_guianensis",2,303,0.0066006600660066
"2793","Puntarenas",515,"9.49989","Otoba","Otoba novogranatensis","Myristicaceae/Otoba/Otoba_novogranatensis",1,303,0.0033003300330033
"2799","Puntarenas",515,"9.49989","Amyris","Amyris brenesii","Rutaceae/Amyris/Amyris_brenesii",1,303,0.0033003300330033
"2800","Puntarenas",515,"9.49989","Miconia","Miconia lamprophylla","Melastomataceae/Miconia/Miconia_lamprophylla",1,303,0.0033003300330033
"2804","Puntarenas",515,"9.49989","Psychotria","Psychotria mortoniana","Rubiaceae/Psychotria/Psychotria_mortoniana",2,303,0.0066006600660066
"2805","Puntarenas",515,"9.49989","Staphylea","Staphylea occidentalis","Staphyleaceae/Staphylea/Staphylea_occidentalis",2,303,0.0066006600660066
"2806","Puntarenas",515,"9.49989","MelastomataceaeIndet.","NULL","Melastomataceae/MelastomataceaeIndet/MelastomataceaeIndet_sp1",2,303,0.0066006600660066
"2809","Puntarenas",515,"9.49989","Trichospermum","Trichospermum grewiifolium","Malvaceae/Trichospermum/Trichospermum_grewiifolium",1,303,0.0033003300330033
"2810","Puntarenas",515,"9.49989","Heliconia","NULL","Heliconiaceae/Heliconia/Heliconia_sp1",8,303,0.0264026402640264
"2826","Puntarenas",515,"9.49989","Vitis","NULL","Vitaceae/Vitis/Vitis_sp",2,303,0.0066006600660066
"2827","Puntarenas",515,"9.49989","Cayaponia","NULL","Cucurbitaceae/Cayaponia/Cayaponia_sp1",1,303,0.0033003300330033
"2834","Puntarenas",515,"9.49989","Paullinia","Paullinia macrocarpa","Sapindaceae/Paullinia/Paullinia_macrocarpa",1,303,0.0033003300330033
"2837","Puntarenas",515,"9.49989","Perrottetia","Perrottetia sessiliflora","Dipentodontaceae/Perrottetia/Perrottetia_sessiliflora",1,303,0.0033003300330033
"2841","Puntarenas",515,"9.49989","Inga","Inga coruscans","Fabaceae/Inga/Inga_coruscans",1,303,0.0033003300330033
"2842","Puntarenas",515,"9.49989","Minquartia","Minquartia guianensis","Olacaceae/Minquartia/Minquartia_guianensis",1,303,0.0033003300330033
"2844","Puntarenas",515,"9.49989","Dendropanax","Dendropanax sessiliflorus","Araliaceae/Dendropanax/Dendropanax_sessiliflorus",2,303,0.0066006600660066
"2846","Puntarenas",515,"9.49989","Perebea","NULL","Moraceae/Perebea/Perebea_sp1",1,303,0.0033003300330033
"2858","Puntarenas",515,"9.49989","Calatola","Calatola costaricensis","Icacinaceae/Calatola/Calatola_costaricensis",1,303,0.0033003300330033
"2861","Puntarenas",515,"9.49989","Piper","NULL","Piperaceae/Piper/Piper_sp2",1,303,0.0033003300330033
"2865","Puntarenas",515,"9.49989","Sorocea","Sorocea pubivena","Moraceae/Sorocea/Sorocea_pubivena",4,303,0.0132013201320132
"2868","Puntarenas",515,"9.49989","Sloanea","NULL","Elaeocarpaceae/Sloanea/Sloanea_sp1",2,303,0.0066006600660066
"2875","Puntarenas",515,"9.49989","Ocotea","Ocotea insularis","Lauraceae/Ocotea/Ocotea_insularis",1,303,0.0033003300330033
"2878","Puntarenas",515,"9.49989","Pseudolmedia","Pseudolmedia glabrata","Moraceae/Pseudolmedia/Pseudolmedia_glabrata",3,303,0.0099009900990099
"2890","Puntarenas",515,"9.49989","Tetragastris","Tetragastris panamensis","Burseraceae/Tetragastris/Tetragastris_panamensis",1,303,0.0033003300330033
"2892","Puntarenas",515,"9.49989","Elaeagia","Elaeagia myriantha","Rubiaceae/Elaeagia/Elaeagia_myriantha",3,303,0.0099009900990099
"2893","Puntarenas",515,"9.49989","Clarisia","Clarisia biflora","Moraceae/Clarisia/Clarisia_biflora",2,303,0.0066006600660066
"2908","Puntarenas",515,"9.49989","Mendoncia","Mendoncia brenesii","Acanthaceae/Mendoncia/Mendoncia_brenesii",1,303,0.0033003300330033
"2909","Puntarenas",515,"9.49989","Lunania","Lunania mexicana","Salicaceae/Lunania/Lunania_mexicana",1,303,0.0033003300330033
"2911","Puntarenas",515,"9.49989","Cardiospermum","Cardiospermum grandiflorum","Sapindaceae/Cardiospermum/Cardiospermum_grandiflorum",1,303,0.0033003300330033
"2919","Puntarenas",515,"9.49989","Passiflora","NULL","Passifloraceae/Passiflora/Passiflora_sp1",1,303,0.0033003300330033
"2920","Puntarenas",515,"9.49989","Pterygota","Pterygota excelsa","Malvaceae/Pterygota/Pterygota_excelsa",1,303,0.0033003300330033
"2925","Puntarenas",515,"9.49989","Neea","NULL","Nyctaginaceae/Neea/Neea_sp1",1,303,0.0033003300330033
"2926","Puntarenas",515,"9.49989","Stephanopodium","Stephanopodium costaricense","Dichapetalaceae/Stephanopodium/Stephanopodium_costaricense",1,303,0.0033003300330033
"2930","Puntarenas",515,"9.49989","Forsteronia","Forsteronia myriantha","Apocynaceae/Forsteronia/Forsteronia_myriantha",1,303,0.0033003300330033
"2931","Puntarenas",515,"9.49989","Nectandra","Nectandra umbrosa","Lauraceae/Nectandra/Nectandra_umbrosa",1,303,0.0033003300330033
"2936","Puntarenas",515,"9.49989","Pouteria","Pouteria lecythidicarpa","Sapotaceae/Pouteria/Pouteria_lecythidicarpa",1,303,0.0033003300330033
"2937","Puntarenas",515,"9.49989","Capparidastrum","Capparidastrum frondosum","Capparaceae/Capparidastrum/Capparidastrum_frondosum",1,303,0.0033003300330033
"2940","Puntarenas",515,"9.49989","Talisia","Talisia nervosa","Sapindaceae/Talisia/Talisia_nervosa",1,303,0.0033003300330033
"2945","Puntarenas",515,"9.49989","Chionanthus","Chionanthus panamensis","Oleaceae/Chionanthus/Chionanthus_panamensis",3,303,0.0099009900990099
"2947","Puntarenas",515,"9.49989","Rourea","Rourea glabra","Connaraceae/Rourea/Rourea_glabra",1,303,0.0033003300330033
"2952","Puntarenas",515,"9.49989","Ardisia","Ardisia dunlapiana","Primulaceae/Ardisia/Ardisia_dunlapiana",1,303,0.0033003300330033
"2953","Puntarenas",515,"9.49989","Platymiscium","Platymiscium curuense","Fabaceae/Platymiscium/Platymiscium_curuense",2,303,0.0066006600660066
"2962","Puntarenas",515,"9.49989","Rustia","Rustia costaricensis","Rubiaceae/Rustia/Rustia_costaricensis",1,303,0.0033003300330033
"2969","Puntarenas",515,"9.49989","Sapium","Sapium laurifolium","Euphorbiaceae/Sapium/Sapium_laurifolium",2,303,0.0066006600660066
"2970","Puntarenas",515,"9.49989","Hydrangea","Hydrangea peruviana","Hydrangeaceae/Hydrangea/Hydrangea_peruviana",1,303,0.0033003300330033
"2977","Puntarenas",515,"9.49989","Lozania","Lozania pittieri","Lacistemataceae/Lozania/Lozania_pittieri",2,303,0.0066006600660066
"2986","Puntarenas",515,"9.49989","Protium","NULL","Burseraceae/Protium/Protium_sp2",1,303,0.0033003300330033
"2987","Puntarenas",515,"9.49989","Philodendron","NULL","Araceae/Philodendron/Philodendron_sp2",1,303,0.0033003300330033
"2988","Puntarenas",515,"9.49989","Omphalea","Omphalea diandra","Euphorbiaceae/Omphalea/Omphalea_diandra",1,303,0.0033003300330033
"2996","San Jose",1060,"9.48283","Schizocalyx","Schizocalyx veraguensis","Rubiaceae/Schizocalyx/Schizocalyx_veraguensis",7,279,0.025089605734767
"2997","San Jose",1060,"9.48283","Cyathea","NULL","Cyatheaceae/Cyathea/Cyathea_sp1",23,279,0.0824372759856631
"3000","San Jose",1060,"9.48283","Guatteria","Guatteria diospyroides","Annonaceae/Guatteria/Guatteria_diospyroides",2,279,0.00716845878136201
"3001","San Jose",1060,"9.48283","Cordia","NULL","Boraginaceae/Cordia/Cordia_sp1",1,279,0.003584229390681
"3003","San Jose",1060,"9.48283","Sphaeropteris","NULL","Cyatheaceae/Sphaeropteris/Sphaeropteris_sp1",7,279,0.025089605734767
"3005","San Jose",1060,"9.48283","Tovomita","Tovomita weddelliana","Clusiaceae/Tovomita/Tovomita_weddelliana",2,279,0.00716845878136201
"3006","San Jose",1060,"9.48283","Psychotria","Psychotria elata","Rubiaceae/Psychotria/Psychotria_elata",4,279,0.014336917562724
"3007","San Jose",1060,"9.48283","Asplundia","Asplundia longitepala","Cyclanthaceae/Asplundia/Asplundia_longitepala",3,279,0.010752688172043
"3008","San Jose",1060,"9.48283","Cinnamomum","NULL","Lauraceae/Cinnamomum/Cinnamomum_sp1",4,279,0.014336917562724
"3009","San Jose",1060,"9.48283","Myrcia","NULL","Myrtaceae/Myrcia/Myrcia_sp2",2,279,0.00716845878136201
"3010","San Jose",1060,"9.48283","Miconia","Miconia punctata","Melastomataceae/Miconia/Miconia_punctata",1,279,0.003584229390681
"3011","San Jose",1060,"9.48283","Dystovomita","Dystovomita paniculata","Clusiaceae/Dystovomita/Dystovomita_paniculata",1,279,0.003584229390681
"3012","San Jose",1060,"9.48283","Faramea","NULL","Rubiaceae/Faramea/Faramea_sp1",1,279,0.003584229390681
"3014","San Jose",1060,"9.48283","Chrysophyllum","NULL","Sapotaceae/Chrysophyllum/Chrysophyllum_sp1",3,279,0.010752688172043
"3015","San Jose",1060,"9.48283","Asterogyne","Asterogyne martiana","Arecaceae/Asterogyne/Asterogyne_martiana",6,279,0.021505376344086
"3016","San Jose",1060,"9.48283","Lacmellea","Lacmellea zamorae","Apocynaceae/Lacmellea/Lacmellea_zamorae",6,279,0.021505376344086
"3018","San Jose",1060,"9.48283","Croton","Croton megistocarpus","Euphorbiaceae/Croton/Croton_megistocarpus",7,279,0.025089605734767
"3019","San Jose",1060,"9.48283","Allomarkgrafia","Allomarkgrafia plumeriiflora","Apocynaceae/Allomarkgrafia/Allomarkgrafia_plumeriiflora",1,279,0.003584229390681
"3021","San Jose",1060,"9.48283","Matayba","Matayba apetala","Sapindaceae/Matayba/Matayba_apetala",1,279,0.003584229390681
"3023","San Jose",1060,"9.48283","Socratea","Socratea exorrhiza","Arecaceae/Socratea/Socratea_exorrhiza",15,279,0.0537634408602151
"3026","San Jose",1060,"9.48283","Protium","NULL","Burseraceae/Protium/Protium_sp1",8,279,0.028673835125448
"3027","San Jose",1060,"9.48283","Pourouma","Pourouma bicolor","Urticaceae/Pourouma/Pourouma_bicolor",1,279,0.003584229390681
"3028","San Jose",1060,"9.48283","Meliosma","Meliosma grandiflora","Sabiaceae/Meliosma/Meliosma_grandiflora",2,279,0.00716845878136201
"3030","San Jose",1060,"9.48283","Ardisia","Ardisia dunlapiana","Primulaceae/Ardisia/Ardisia_dunlapiana",3,279,0.010752688172043
"3033","San Jose",1060,"9.48283","Phaseolus","NULL","Fabaceae/Phaseolus/Phaseolus_sp1",1,279,0.003584229390681
"3034","San Jose",1060,"9.48283","Myrcia","NULL","Myrtaceae/Myrcia/Myrcia_sp1",7,279,0.025089605734767
"3035","San Jose",1060,"9.48283","Discophora","Discophora guianensis","Stemonuraceae/Discophora/Discophora_guianensis",4,279,0.014336917562724
"3036","San Jose",1060,"9.48283","Richeria","Richeria dressleri","Phyllanthaceae/Richeria/Richeria_dressleri",7,279,0.025089605734767
"3042","San Jose",1060,"9.48283","Perrottetia","Perrottetia sessiliflora","Dipentodontaceae/Perrottetia/Perrottetia_sessiliflora",1,279,0.003584229390681
"3043","San Jose",1060,"9.48283","Cordia","Cordia croatii","Boraginaceae/Cordia/Cordia_croatii",3,279,0.010752688172043
"3044","San Jose",1060,"9.48283","Coussapoa","Coussapoa parviceps","Urticaceae/Coussapoa/Coussapoa_parviceps",1,279,0.003584229390681
"3045","San Jose",1060,"9.48283","Otoba","Otoba novogranatensis","Myristicaceae/Otoba/Otoba_novogranatensis",2,279,0.00716845878136201
"3046","San Jose",1060,"9.48283","Coussarea","Coussarea caroliana","Rubiaceae/Coussarea/Coussarea_caroliana",4,279,0.014336917562724
"3047","San Jose",1060,"9.48283","Hedyosmum","Hedyosmum goudotianum","Chloranthaceae/Hedyosmum/Hedyosmum_goudotianum",4,279,0.014336917562724
"3050","San Jose",1060,"9.48283","Vochysia","Vochysia allenii","Vochysiaceae/Vochysia/Vochysia_allenii",4,279,0.014336917562724
"3053","San Jose",1060,"9.48283","Ocotea","Ocotea praetermissa","Lauraceae/Ocotea/Ocotea_praetermissa",4,279,0.014336917562724
"3056","San Jose",1060,"9.48283","Sloanea","Sloanea medusula","Elaeocarpaceae/Sloanea/Sloanea_medusula",2,279,0.00716845878136201
"3057","San Jose",1060,"9.48283","Pseudolmedia","Pseudolmedia mollis","Moraceae/Pseudolmedia/Pseudolmedia_mollis",3,279,0.010752688172043
"3060","San Jose",1060,"9.48283","Inga","Inga thibaudiana","Fabaceae/Inga/Inga_thibaudiana",3,279,0.010752688172043
"3065","San Jose",1060,"9.48283","Virola","Virola macrocarpa","Myristicaceae/Virola/Virola_macrocarpa",2,279,0.00716845878136201
"3067","San Jose",1060,"9.48283","Strychnos","Strychnos chlorantha","Loganiaceae/Strychnos/Strychnos_chlorantha",2,279,0.00716845878136201
"3068","San Jose",1060,"9.48283","Coussarea","Coussarea loftonii","Rubiaceae/Coussarea/Coussarea_loftonii",6,279,0.021505376344086
"3069","San Jose",1060,"9.48283","Pouteria","Pouteria chiricana","Sapotaceae/Pouteria/Pouteria_chiricana",2,279,0.00716845878136201
"3070","San Jose",1060,"9.48283","Conostegia","Conostegia bracteata","Melastomataceae/Conostegia/Conostegia_bracteata",2,279,0.00716845878136201
"3072","San Jose",1060,"9.48283","Casearia","Casearia arborea","Salicaceae/Casearia/Casearia_arborea",5,279,0.017921146953405
"3074","San Jose",1060,"9.48283","Sloanea","Sloanea longipes","Elaeocarpaceae/Sloanea/Sloanea_longipes",1,279,0.003584229390681
"3075","San Jose",1060,"9.48283","Dendropanax","Dendropanax sessiliflorus","Araliaceae/Dendropanax/Dendropanax_sessiliflorus",6,279,0.021505376344086
"3077","San Jose",1060,"9.48283","Entada","Entada gigas","Fabaceae/Entada/Entada_gigas",3,279,0.010752688172043
"3078","San Jose",1060,"9.48283","Compsoneura","Compsoneura excelsa","Myristicaceae/Compsoneura/Compsoneura_excelsa",2,279,0.00716845878136201
"3080","San Jose",1060,"9.48283","RubiaceaeIndet.","NULL","Rubiaceae/RubiaceaeIndet/Rubiaceae_sp1",1,279,0.003584229390681
"3082","San Jose",1060,"9.48283","Henriettea","Henriettea tuberculosa","Melastomataceae/Henriettea/Henriettea_tuberculosa",6,279,0.021505376344086
"3083","San Jose",1060,"9.48283","Elaeagia","NULL","Rubiaceae/Elaeagia/Elaeagia_sp1",6,279,0.021505376344086
"3084","San Jose",1060,"9.48283","Warszewiczia","Warszewiczia uxpanapensis","Rubiaceae/Warszewiczia/Warszewiczia_uxpanapensis",1,279,0.003584229390681
"3088","San Jose",1060,"9.48283","Psychotria","NULL","Rubiaceae/Psychotria/Psychotria_sp1",1,279,0.003584229390681
"3092","San Jose",1060,"9.48283","Dichapetalum","NULL","Dichapetalaceae/Dichapetalum/Dichapetalum_sp1",1,279,0.003584229390681
"3093","San Jose",1060,"9.48283","Garcinia","Garcinia intermedia","Clusiaceae/Garcinia/Garcinia_intermedia",2,279,0.00716845878136201
"3096","San Jose",1060,"9.48283","Paullinia","Paullinia imberbis","Sapindaceae/Paullinia/Paullinia_imberbis",2,279,0.00716845878136201
