"","State.province","Elevation.m.","Latitude","Genus","Taxon","Leaf area per leaf dry mass (specific leaf area, SLA)","Plant height","Seed dry mass","Leaf nitrogen (N) isotope signature (delta 15N)","Leaf nitrogen/phosphorus (N/P) ratio","Stem dry mass per stem fresh volume (stem specific density, SSD, wood density)","Leaf carbon/nitrogen (C/N) ratio"
"1743","California",1607.52,36.5704,"Quercus","Quercus kelloggii",14.64285714,NA,NA,NA,NA,NA,NA
"1744","California",1607.52,36.5704,"Quercus","Quercus kelloggii",17.58928571,NA,NA,NA,NA,NA,NA
"1745","California",1607.52,36.5704,"Quercus","Quercus kelloggii",14.33714286,NA,NA,NA,NA,NA,NA
"1746","California",1607.52,36.5704,"Quercus","Quercus kelloggii",9.748717949,NA,NA,NA,NA,NA,NA
"1747","California",1607.52,36.5704,"Quercus","Quercus kelloggii",18.03883495,NA,NA,NA,NA,NA,NA
"1748","California",1607.52,36.5704,"Quercus","Quercus kelloggii",10.56140351,NA,NA,NA,NA,NA,NA
"1749","California",1607.52,36.5704,"Quercus","Quercus kelloggii",14.94776119,NA,NA,NA,NA,NA,NA
"1750","California",1607.52,36.5704,"Quercus","Quercus kelloggii",16.84313725,NA,NA,NA,NA,NA,NA
"1751","California",1607.52,36.5704,"Calocedrus","Calocedrus decurrens",NA,NA,NA,NA,NA,NA,NA
"1752","California",1607.52,36.5704,"Calocedrus","Calocedrus decurrens",NA,NA,NA,NA,NA,NA,NA
"1753","California",1607.52,36.5704,"Calocedrus","Calocedrus decurrens",3.454545455,NA,NA,NA,NA,NA,NA
"1754","California",1607.52,36.5704,"Calocedrus","Calocedrus decurrens",NA,NA,NA,NA,NA,NA,NA
"1755","California",1607.52,36.5704,"Calocedrus","Calocedrus decurrens",3.714285714,NA,NA,NA,NA,NA,NA
"1756","California",1607.52,36.5704,"Calocedrus","Calocedrus decurrens",3.333333333,NA,NA,NA,NA,NA,NA
"1757","California",1607.52,36.5704,"Calocedrus","Calocedrus decurrens",3.454545455,NA,NA,NA,NA,NA,NA
"1758","California",1607.52,36.5704,"Pseudotsuga","Pseudotsuga menziesii",2.893617021,NA,NA,NA,NA,NA,NA
"1759","California",1607.52,36.5704,"Pseudotsuga","Pseudotsuga menziesii",3.947826087,NA,NA,NA,NA,NA,NA
"1760","California",1607.52,36.5704,"Pseudotsuga","Pseudotsuga menziesii",6.081081081,NA,NA,NA,NA,NA,NA
"1761","California",1607.52,36.5704,"Pseudotsuga","Pseudotsuga menziesii",NA,NA,NA,NA,NA,NA,NA
"1762","California",1607.52,36.5704,"Pseudotsuga","Pseudotsuga menziesii",2.895238095,NA,NA,NA,NA,NA,NA
"1763","California",1607.52,36.5704,"Pseudotsuga","Pseudotsuga menziesii",8.75308642,NA,NA,-4.2,11.57987001,NA,42.3
"1764","California",1607.52,36.5704,"Pseudotsuga","Pseudotsuga menziesii",8.794117647,NA,NA,NA,NA,NA,NA
"1765","California",1607.52,36.5704,"Pseudotsuga","Pseudotsuga menziesii",9.171428571,NA,NA,NA,NA,NA,NA
"1766","California",1607.52,36.5704,"Pseudotsuga","Pseudotsuga menziesii",0.571428571,NA,NA,NA,NA,NA,NA
"1767","California",1607.52,36.5704,"Pseudotsuga","Pseudotsuga menziesii",1.46,NA,NA,NA,NA,NA,NA
"1768","California",1607.52,36.5704,"Pseudotsuga","Pseudotsuga menziesii",2.301587302,NA,NA,NA,NA,NA,NA
"1769","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",5.558441558,NA,NA,-6.1,11.99008381,NA,48.2
"1770","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",5.269565217,NA,NA,NA,NA,NA,NA
"1771","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",6.095541401,NA,NA,NA,NA,NA,NA
"1772","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",3.692307692,NA,NA,NA,NA,NA,NA
"1773","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",5.73125,NA,NA,-6.6,8.866543946,NA,55
"1774","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",4.478723404,NA,NA,NA,NA,NA,NA
"1775","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",5.50862069,NA,NA,NA,NA,NA,NA
"1776","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",4.5,NA,NA,-5.9,6.957724643,NA,53.5
"1777","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",5.211678832,NA,NA,NA,NA,NA,NA
"1778","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",6.033333333,NA,NA,NA,NA,NA,NA
"1779","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",4.68902439,NA,NA,-2.9,23.32645069,NA,18.6
"1780","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",4.474576271,NA,NA,NA,NA,NA,NA
"1781","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",4.666666667,NA,NA,NA,NA,NA,NA
"1782","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",2.979508197,NA,NA,-7.7,9.920657955,NA,61.7
"1783","California",1607.52,36.5704,"Arctostaphylos","Arctostaphylos viscida",3.50877193,NA,NA,NA,NA,NA,NA
"1784","California",1607.52,36.5704,"Pinus","Pinus ponderosa",NA,NA,NA,NA,NA,NA,NA
"1785","California",1607.52,36.5704,"Pinus","Pinus ponderosa",4.287128713,NA,NA,NA,NA,NA,NA
"1786","California",1607.52,36.5704,"Pinus","Pinus ponderosa",3.659259259,NA,NA,NA,NA,NA,NA
"1787","California",1607.52,36.5704,"Pinus","Pinus ponderosa",3.344444444,NA,NA,NA,NA,NA,NA
"1788","California",1607.52,36.5704,"Pinus","Pinus ponderosa",4.5,NA,NA,NA,NA,NA,NA
"1789","California",1607.52,36.5704,"Pinus","Pinus ponderosa",4.204678363,NA,NA,NA,NA,NA,NA
"1790","California",1607.52,36.5704,"Pinus","Pinus ponderosa",2.2,NA,NA,NA,NA,NA,NA
"1791","California",1607.52,36.5704,"Pinus","Pinus ponderosa",2.625,NA,NA,NA,NA,NA,NA
"1792","California",1607.52,36.5704,"Pinus","Pinus ponderosa",3.292682927,NA,NA,NA,NA,NA,NA
"1793","California",1607.52,36.5704,"Pinus","Pinus lambertiana",7.184210526,NA,NA,NA,NA,NA,NA
"1794","California",1607.52,36.5704,"Pinus","Pinus lambertiana",7.176470588,NA,NA,NA,NA,NA,NA
"1795","California",1607.52,36.5704,"Pinus","Pinus lambertiana",6.456140351,NA,NA,NA,NA,NA,NA
"1796","California",1607.52,36.5704,"Pinus","Pinus lambertiana",7.253333333,NA,NA,NA,NA,NA,NA
"1797","California",1607.52,36.5704,"Pinus","Pinus lambertiana",7.425531915,NA,NA,NA,NA,NA,NA
"1798","California",1607.52,36.5704,"Pinus","Pinus lambertiana",4.5,NA,NA,NA,NA,NA,NA
"1799","California",1607.52,36.5704,"Pinus","Pinus lambertiana",5.363636364,NA,NA,NA,NA,NA,NA
"1800","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.740465831,NA,NA,NA,NA,NA,NA
"1801","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.564716312,NA,NA,NA,NA,NA,NA
"1802","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.735015773,NA,NA,NA,NA,NA,NA
"1803","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.499227202,NA,NA,NA,NA,NA,NA
"1804","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.730906495,NA,NA,NA,NA,NA,NA
"1805","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.728514056,NA,NA,NA,NA,NA,NA
"1806","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.66163142,NA,NA,NA,NA,NA,NA
"1807","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.680321017,NA,NA,NA,NA,NA,NA
"1808","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.510764662,NA,NA,NA,NA,NA,NA
"1809","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.533280055,NA,NA,NA,NA,NA,NA
"1810","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",8.270253363,NA,NA,NA,NA,NA,NA
"1811","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",8.686828492,NA,NA,NA,NA,NA,NA
"1812","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",7.06804891,NA,NA,NA,NA,NA,NA
"1813","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",2.185051236,NA,NA,NA,NA,NA,NA
"1814","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.939008895,NA,NA,NA,NA,NA,NA
"1815","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.318434433,NA,NA,NA,NA,NA,NA
"1816","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.40081907,NA,NA,NA,NA,NA,NA
"1817","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.6107171,NA,NA,NA,NA,NA,NA
"1818","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.40138235,NA,NA,NA,NA,NA,NA
"1819","Arizona",2529.84,32.443194,"Pseudotsuga","Pseudotsuga menziesii",1.380609418,NA,NA,NA,NA,NA,NA
"1820","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",26.93535714,NA,NA,NA,11.51991493,NA,25.5
"1821","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",21.81514019,NA,NA,NA,NA,NA,NA
"1822","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",26.15102041,NA,NA,NA,NA,NA,NA
"1823","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",24.27536364,NA,NA,NA,NA,NA,NA
"1824","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",24.56640351,NA,NA,NA,NA,NA,NA
"1825","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",25.68535211,NA,NA,NA,6.15482308,NA,19.4
"1826","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",24.48208791,NA,NA,NA,NA,NA,NA
"1827","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",29.29657407,NA,NA,NA,NA,NA,NA
"1828","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",28.22180328,NA,NA,NA,NA,NA,NA
"1829","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",26.42873563,NA,NA,NA,NA,NA,NA
"1830","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",30.69125,NA,NA,NA,7.681171618,NA,18.8
"1831","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",29.51655738,NA,NA,NA,NA,NA,NA
"1832","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",27.16676471,NA,NA,NA,NA,NA,NA
"1833","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",27.70605839,NA,NA,NA,NA,NA,NA
"1834","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",30.01,NA,NA,NA,NA,NA,NA
"1835","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",33.64822581,NA,NA,NA,7.940633698,NA,18.2
"1836","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",34.48666667,NA,NA,NA,NA,NA,NA
"1837","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",35.6587234,NA,NA,NA,NA,NA,NA
"1838","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",32.2904918,NA,NA,NA,NA,NA,NA
"1839","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",33.60028169,NA,NA,NA,NA,NA,NA
"1840","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",23.71236364,NA,NA,-1.3,6.434527153,NA,17.5
"1841","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",23.98077922,NA,NA,NA,NA,NA,NA
"1842","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",22.16339623,NA,NA,NA,NA,NA,NA
"1843","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",23.53978723,NA,NA,NA,NA,NA,NA
"1844","Arizona",2529.84,32.443194,"Jamesia","Jamesia americana",23.4312963,NA,NA,NA,NA,NA,NA
"1845","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",15.6078392,NA,NA,-0.5,21.55939528,NA,11.2
"1846","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",15.24637736,NA,NA,NA,NA,NA,NA
"1847","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",14.99440217,NA,NA,NA,NA,NA,NA
"1848","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",15.13093863,NA,NA,NA,NA,NA,NA
"1849","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",18.42133621,NA,NA,NA,NA,NA,NA
"1850","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",16.78826316,NA,NA,0,21.14667933,NA,12.1
"1851","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",15.17076167,NA,NA,NA,NA,NA,NA
"1852","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",17.10773196,NA,NA,NA,NA,NA,NA
"1853","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",18.64210918,NA,NA,NA,NA,NA,NA
"1854","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",16.37056206,NA,NA,NA,NA,NA,NA
"1855","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",23.55364444,NA,NA,-0.6,23.99597218,NA,11.6
"1856","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",20.23616352,NA,NA,NA,NA,NA,NA
"1857","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",20.65780069,NA,NA,NA,NA,NA,NA
"1858","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",21.23632353,NA,NA,NA,NA,NA,NA
"1859","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",21.22756098,NA,NA,NA,NA,NA,NA
"1860","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",18.62409091,NA,NA,-0.5,23.2677473,NA,13
"1861","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",18.48951417,NA,NA,NA,NA,NA,NA
"1862","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",17.79342975,NA,NA,NA,NA,NA,NA
"1863","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",18.40015094,NA,NA,NA,NA,NA,NA
"1864","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",17.21723077,NA,NA,NA,NA,NA,NA
"1865","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",17.38113065,NA,NA,-1,21.40422064,NA,11.7
"1866","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",21.91095718,NA,NA,NA,NA,NA,NA
"1867","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",18.29746641,NA,NA,NA,NA,NA,NA
"1868","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",18.12807947,NA,NA,NA,NA,NA,NA
"1869","Arizona",2529.84,32.443194,"Robinia","Robinia neomexicana",20.2702974,NA,NA,NA,NA,NA,NA
"1870","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.227,NA,NA,NA,16.22223316,NA,26.7
"1871","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.404444444,NA,NA,NA,NA,NA,NA
"1872","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.390555556,NA,NA,NA,NA,NA,NA
"1873","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.36,NA,NA,NA,NA,NA,NA
"1874","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.177894737,NA,NA,NA,NA,NA,NA
"1875","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.290625,NA,NA,NA,8.247160746,NA,30.1
"1876","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.37875,NA,NA,NA,NA,NA,NA
"1877","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.219411765,NA,NA,NA,NA,NA,NA
"1878","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.17952381,NA,NA,NA,NA,NA,NA
"1879","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.172857143,NA,NA,NA,NA,NA,NA
"1880","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.28375,NA,NA,NA,11.38817174,NA,33.3
"1881","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.90375,NA,NA,NA,NA,NA,NA
"1882","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.545,NA,NA,NA,NA,NA,NA
"1883","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.293333333,NA,NA,NA,NA,NA,NA
"1884","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.335454545,NA,NA,NA,NA,NA,NA
"1885","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.219545455,NA,NA,NA,9.047824421,NA,30.8
"1886","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.160454545,NA,NA,NA,NA,NA,NA
"1887","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.246111111,NA,NA,NA,NA,NA,NA
"1888","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.342,NA,NA,NA,NA,NA,NA
"1889","Arizona",2529.84,32.443194,"Abies","Abies concolor",1.133529412,NA,NA,NA,NA,NA,NA
"1890","Arizona",2529.84,32.443194,"Abies","Abies concolor",0.826756757,NA,NA,NA,24.69532473,NA,30.1
"1891","Arizona",2529.84,32.443194,"Abies","Abies concolor",0.8209375,NA,NA,NA,NA,NA,NA
"1892","Arizona",2529.84,32.443194,"Abies","Abies concolor",0.808888889,NA,NA,NA,NA,NA,NA
"1893","Arizona",2529.84,32.443194,"Abies","Abies concolor",0.876571429,NA,NA,NA,NA,NA,NA
"1894","Arizona",2529.84,32.443194,"Abies","Abies concolor",0.929310345,NA,NA,NA,NA,NA,NA
"1895","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.083148148,NA,NA,NA,10.73628876,NA,31.9
"1896","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.445263158,NA,NA,NA,NA,NA,NA
"1897","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.631923077,NA,NA,NA,NA,NA,NA
"1898","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.165,NA,NA,NA,NA,NA,NA
"1899","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.170909091,NA,NA,NA,NA,NA,NA
"1900","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.929361702,NA,NA,NA,22.15488217,NA,31.7
"1901","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.6365625,NA,NA,NA,NA,NA,NA
"1902","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.085846154,NA,NA,NA,NA,NA,NA
"1903","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",5.579571429,NA,NA,NA,NA,NA,NA
"1904","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.436875,NA,NA,NA,NA,NA,NA
"1905","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",7.229285714,NA,NA,NA,14.33767419,NA,29.3
"1906","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.124142857,NA,NA,NA,NA,NA,NA
"1907","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.553452381,NA,NA,NA,NA,NA,NA
"1908","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",7.221896552,NA,NA,NA,NA,NA,NA
"1909","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.74703125,NA,NA,NA,NA,NA,NA
"1910","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",7.229423077,NA,NA,NA,NA,NA,29.4
"1911","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",7.591176471,NA,NA,NA,NA,NA,NA
"1912","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",7.176666667,NA,NA,NA,NA,NA,NA
"1913","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",7.193529412,NA,NA,NA,NA,NA,NA
"1914","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",7.011568627,NA,NA,NA,NA,NA,NA
"1915","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.509104478,NA,NA,NA,19.37676558,NA,31.4
"1916","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",7.159782609,NA,NA,NA,NA,NA,NA
"1917","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",6.00875,NA,NA,NA,NA,NA,NA
"1918","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",5.602972973,NA,NA,NA,NA,NA,NA
"1919","Arizona",2529.84,32.443194,"Pinus","Pinus strobiformis",5.861038961,NA,NA,NA,NA,NA,NA
"1920","Colorado",3017,38.9314,"Picea","Picea engelmannii",33.2470064,NA,NA,0.9,13.60632317,NA,57.5
"1921","Colorado",3017,38.9314,"Picea","Picea engelmannii",23.95900755,NA,NA,NA,NA,NA,NA
"1922","Colorado",3017,38.9314,"Picea","Picea engelmannii",21.2311607,NA,NA,NA,NA,NA,NA
"1923","Colorado",3017,38.9314,"Picea","Picea engelmannii",46.82667644,NA,NA,NA,NA,NA,NA
"1924","Colorado",3017,38.9314,"Picea","Picea engelmannii",43.35091421,NA,NA,NA,NA,NA,NA
"1925","Colorado",3017,38.9314,"Picea","Picea engelmannii",17.43170622,NA,NA,0.4,17.88312159,NA,26.6
"1926","Colorado",3017,38.9314,"Picea","Picea engelmannii",15.16169677,NA,NA,NA,NA,NA,NA
"1927","Colorado",3017,38.9314,"Picea","Picea engelmannii",18.2778865,NA,NA,NA,NA,NA,NA
"1928","Colorado",3017,38.9314,"Picea","Picea engelmannii",30.03658983,NA,NA,NA,NA,NA,NA
"1929","Colorado",3017,38.9314,"Picea","Picea engelmannii",22.00054585,NA,NA,NA,NA,NA,NA
"1930","Colorado",3017,38.9314,"Picea","Picea engelmannii",10.13250027,NA,NA,-1.2,8.116774699,NA,40.3
"1931","Colorado",3017,38.9314,"Picea","Picea engelmannii",7.18384808,NA,NA,NA,NA,NA,NA
"1932","Colorado",3017,38.9314,"Picea","Picea engelmannii",6.767915069,NA,NA,NA,NA,NA,NA
"1933","Colorado",3017,38.9314,"Picea","Picea engelmannii",7.316520261,NA,NA,NA,NA,NA,NA
"1934","Colorado",3017,38.9314,"Picea","Picea engelmannii",9.797842356,NA,NA,NA,NA,NA,NA
"1935","Colorado",3017,38.9314,"Picea","Picea engelmannii",8.386911596,NA,NA,-0.1,15.28794935,NA,42.4
"1936","Colorado",3017,38.9314,"Picea","Picea engelmannii",14.40596928,NA,NA,NA,NA,NA,NA
"1937","Colorado",3017,38.9314,"Picea","Picea engelmannii",12.1493652,NA,NA,NA,NA,NA,NA
"1938","Colorado",3017,38.9314,"Picea","Picea engelmannii",10.42875564,NA,NA,NA,NA,NA,NA
"1939","Colorado",3017,38.9314,"Picea","Picea engelmannii",18.52802161,NA,NA,NA,NA,NA,NA
"1940","Colorado",3017,38.9314,"Picea","Picea engelmannii",22.19004525,NA,NA,-0.4,9.070536193,NA,44.5
"1941","Colorado",3017,38.9314,"Picea","Picea engelmannii",27.30405781,NA,NA,NA,NA,NA,NA
"1942","Colorado",3017,38.9314,"Picea","Picea engelmannii",22.41724618,NA,NA,NA,NA,NA,NA
"1943","Colorado",3017,38.9314,"Picea","Picea engelmannii",17.31166913,NA,NA,NA,NA,NA,NA
"1944","Colorado",3017,38.9314,"Picea","Picea engelmannii",27.3926868,NA,NA,NA,NA,NA,NA
"1945","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",16.98856267,NA,NA,1.2,12.48455025,NA,38.5
"1946","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",10.97927524,NA,NA,NA,NA,NA,NA
"1947","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",15.27472527,NA,NA,NA,NA,NA,NA
"1948","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",17.29511867,NA,NA,NA,NA,NA,NA
"1949","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",20.80488236,NA,NA,NA,NA,NA,NA
"1950","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",23.37921675,NA,NA,1.1,10.99784255,NA,36.1
"1951","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",20.73220339,NA,NA,NA,NA,NA,NA
"1952","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",25.37399547,NA,NA,NA,NA,NA,NA
"1953","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",22.46916752,NA,NA,NA,NA,NA,NA
"1954","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",25.39877301,NA,NA,NA,NA,NA,NA
"1955","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",27.446084,NA,NA,0.8,14.52401476,NA,36.6
"1956","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",30.04514673,NA,NA,NA,NA,NA,NA
"1957","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",26.70809433,NA,NA,NA,NA,NA,NA
"1958","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",34.28149024,NA,NA,NA,NA,NA,NA
"1959","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",17.28380024,NA,NA,NA,NA,NA,NA
"1960","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",11.26338798,NA,NA,0.6,14.50390283,NA,32.2
"1961","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",11.78599071,NA,NA,NA,NA,NA,NA
"1962","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",12.06775096,NA,NA,NA,NA,NA,NA
"1963","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",11.23256568,NA,NA,NA,NA,NA,NA
"1964","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",16.44559076,NA,NA,NA,NA,NA,NA
"1965","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",11.09312234,NA,NA,1.5,14.06832693,NA,40.8
"1966","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",15.09380863,NA,NA,NA,NA,NA,NA
"1967","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",13.19869226,NA,NA,NA,NA,NA,NA
"1968","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",11.64280249,NA,NA,NA,NA,NA,NA
"1969","Colorado",3017,38.9314,"Abies","Abies lasiocarpa",15.50329128,NA,NA,NA,NA,NA,NA
"1970","Colorado",3351,38.96975,"Picea","Picea engelmannii",23.58352243,NA,NA,NA,NA,NA,NA
"1971","Colorado",3351,38.96975,"Picea","Picea engelmannii",22.87272727,NA,NA,NA,NA,NA,NA
"1972","Colorado",3351,38.96975,"Picea","Picea engelmannii",29.98156682,NA,NA,NA,NA,NA,NA
"1973","Colorado",3351,38.96975,"Picea","Picea engelmannii",32.92513863,NA,NA,NA,NA,NA,NA
"1974","Colorado",3351,38.96975,"Picea","Picea engelmannii",37.53853128,NA,NA,-2,13.24249921,NA,54.4
"1975","Colorado",3351,38.96975,"Picea","Picea engelmannii",33.91563275,NA,NA,NA,NA,NA,NA
"1976","Colorado",3351,38.96975,"Picea","Picea engelmannii",26.68299957,NA,NA,NA,NA,NA,NA
