"","State.province","Elevation.m.","Latitude","Genus","Taxon","Leaf area per leaf dry mass (specific leaf area, SLA)","Plant height","Seed dry mass","Leaf nitrogen (N) isotope signature (delta 15N)","Leaf nitrogen/phosphorus (N/P) ratio","Stem dry mass per stem fresh volume (stem specific density, SSD, wood density)","Leaf carbon/nitrogen (C/N) ratio"
"1","Guanacaste",1225,10.9285,"","",28.60344828,NA,NA,NA,25.17197384,NA,18.77417542
"2","Guanacaste",1225,10.9285,"","",19.75,NA,NA,NA,26.96625644,NA,14.56943666
"3","Guanacaste",1225,10.9285,"","",15.36111,NA,NA,NA,28.05414607,NA,20.01763996
"4","Guanacaste",1225,10.9285,"Coussarea","Coussarea caroliana",31.30189,NA,NA,NA,31.17100677,NA,16.5448566
"5","Guanacaste",1225,10.9285,"Coussarea","Coussarea caroliana",NA,NA,NA,NA,34.58646259,NA,14.15894565
"6","Guanacaste",1225,10.9285,"Rudgea","Rudgea laevis",14.55263,NA,NA,NA,33.15512791,NA,21.85871753
"7","Guanacaste",1225,10.9285,"Combretum","",12.76154,NA,NA,NA,11.0355636,NA,28.01191679
"8","Guanacaste",1225,10.9285,"","",15.08182,NA,NA,NA,33.62111837,NA,19.57685054
"9","Guanacaste",1225,10.9285,"Persea","",12.76154,NA,NA,NA,21.8200822,NA,24.34441226
"10","Guanacaste",1225,10.9285,"Billia","Billia columbiana",15.36111,NA,NA,NA,15.466808,NA,24.217921
"11","Guanacaste",1225,10.9285,"Trophis","Trophis mexicana",18.64045,NA,NA,NA,36.82683978,NA,21.29687534
"12","Guanacaste",1225,10.9285,"Pouteria","",22.12,NA,NA,NA,34.18517123,NA,16.63142948
"13","Guanacaste",1225,10.9285,"Rourea","Rourea schippii",12.47368,NA,NA,NA,22.21445138,NA,23.96118426
"14","Guanacaste",1225,10.9285,"Pouteria","",30.72222,NA,NA,NA,21.45352499,NA,15.95969002
"15","Guanacaste",1225,10.9285,"","",9.534483,NA,NA,NA,25.13603989,NA,23.79884967
"16","Guanacaste",1225,10.9285,"Lonchocarpus","Lonchocarpus oliganthus",24.39706,NA,NA,NA,30.14008171,NA,11.21808919
"17","Guanacaste",1225,10.9285,"Symphonia","Symphonia globulifera",21.26923,NA,NA,NA,28.72847332,NA,20.16508149
"18","Guanacaste",1225,10.9285,"Inga","Inga longispica",17.46316,NA,NA,NA,43.74955867,NA,15.03542249
"19","Guanacaste",1225,10.9285,"Euphorbia","Euphorbia elata",18.85227,NA,NA,NA,17.28778851,NA,18.06063378
"20","Guanacaste",1225,10.9285,"","",18.85227,NA,NA,NA,33.48642397,NA,25.77341069
"21","Guanacaste",1225,10.9285,"Desmopsis","Desmopsis microcarpa",24.04348,NA,NA,NA,47.76858393,NA,14.24634862
"22","Guanacaste",1225,10.9285,"Guarea","Guarea rhopalocarpa",17.64894,NA,NA,NA,19.46479977,NA,17.25619642
"23","Guanacaste",1225,10.9285,NA,"",21.5454545,NA,NA,NA,NA,NA,NA
"24","Guanacaste",1225,10.9285,"Calyptranthes","",18.23077,NA,NA,NA,38.00544506,NA,28.26707246
"25","Guanacaste",1225,10.9285,"","",11.13423,NA,NA,NA,31.91036264,NA,23.12365431
"26","Guanacaste",1225,10.9285,"","",22.41892,NA,NA,NA,27.89197035,NA,17.42441433
"27","Guanacaste",1225,10.9285,"","",19.51765,NA,NA,NA,25.38866921,NA,18.16630903
"28","Guanacaste",1225,10.9285,"Miconia","Miconia brenesii",31.90385,NA,NA,NA,35.79442016,NA,14.24664991
"29","Guanacaste",1225,10.9285,NA,"",25.52308,NA,NA,NA,20.59657027,NA,13.22187141
"30","Guanacaste",1225,10.9285,NA,"",9.534483,NA,NA,NA,26.70469692,NA,22.67750376
"31","Guanacaste",1225,10.9285,"Lubaria","Lubaria aroensis",15.50467,NA,NA,NA,59.07294454,NA,14.81159012
"32","Guanacaste",1225,10.9285,"Cestrum","",26.75806,NA,NA,NA,42.65135148,NA,15.26696238
"33","Guanacaste",1225,10.9285,"Lonchocarpus","Lonchocarpus oliganthus",18.43333,NA,NA,NA,24.36913796,NA,12.33689835
"34","Guanacaste",1225,10.9285,NA,"",10.63462,NA,NA,NA,43.53087064,NA,20.75612656
"35","Guanacaste",1225,10.9285,NA,"",16.0972277,NA,NA,NA,NA,NA,NA
"36","Guanacaste",1225,10.9285,NA,"",10.2092308,NA,NA,NA,NA,NA,NA
"37","Guanacaste",1225,10.9285,NA,"",11.9545588,NA,NA,NA,NA,NA,NA
"38","Guanacaste",1225,10.9285,NA,"",18.6404494,NA,NA,NA,NA,NA,NA
"39","Guanacaste",1225,10.9285,NA,"",13.4436207,NA,NA,NA,NA,NA,NA
"40","Guanacaste",1225,10.9285,"Malpighia","Malpighia albiflora",58.065,NA,NA,NA,NA,NA,9.374142105
"41","Guanacaste",1225,10.9285,"Cassipourea","Cassipourea elliptica",16.42574,NA,NA,NA,28.1821072,NA,17.19434373
"42","Guanacaste",1225,10.9285,"Myrcia","Myrcia splendens",15.13474,NA,NA,NA,27.4086442,NA,26.00553879
"43","Guanacaste",1225,10.9285,"Roupala","Roupala montana",10.43396,NA,NA,NA,27.06218365,NA,31.56076405
"44","Guanacaste",1225,10.9285,"Dussia","Dussia macroprophyllata",24.04348,NA,NA,NA,11.65904347,NA,17.79505286
"45","Guanacaste",1225,10.9285,"","",22.72603,NA,NA,NA,49.95544008,NA,10.13706176
"46","Guanacaste",1225,10.9285,"Faramea","",16.59,NA,NA,NA,19.12706007,NA,21.58841769
"47","Guanacaste",1225,10.9285,"Inga","Inga mortoniana",16.75758,NA,NA,NA,33.44447047,NA,14.26335242
"48","Guanacaste",1225,10.9285,"","",25.13636,NA,NA,NA,62.37769865,NA,12.45351681
"49","Guanacaste",1225,10.9285,"Mouriri","Mouriri gleasoniana",13.16667,NA,NA,NA,61.97909186,NA,17.25619642
"50","Guanacaste",1225,10.9285,"Xylopia","",17.46316,NA,NA,NA,42.57006184,NA,14.95232406
"51","Guanacaste",1225,10.9285,NA,"",21.11454545,NA,NA,NA,NA,NA,NA
"52","Guanacaste",1225,10.9285,NA,"",29.72375,NA,NA,NA,NA,NA,NA
"53","Guanacaste",1225,10.9285,NA,"",34.03076923,NA,NA,NA,NA,NA,NA
"54","Guanacaste",1225,10.9285,NA,"",28.26444444,NA,NA,NA,NA,NA,NA
"55","Guanacaste",1225,10.9285,NA,"",17.46315789,NA,NA,NA,NA,NA,NA
"56","Guanacaste",1225,10.9285,"","",23.3662,NA,NA,NA,35.32665125,NA,12.93394309
"57","Guanacaste",1225,10.9285,"Faramea","",20.23171,NA,NA,NA,29.35747444,NA,18.14522792
"58","Guanacaste",1225,10.9285,NA,"",20.32275,NA,NA,NA,NA,NA,NA
"59","Guanacaste",1225,10.9285,"Hampea","Hampea appendiculata",23.3662,NA,NA,NA,18.42300411,NA,11.57078041
"60","Guanacaste",1225,10.9285,NA,"",14.8125,NA,NA,NA,75.37690824,NA,14.12583211
"61","Guanacaste",1225,10.9285,NA,"",15.65094,NA,NA,NA,29.83299044,NA,24.35013579
"62","Guanacaste",1225,10.9285,"Meliosma","Meliosma glabrata",31.30189,NA,NA,NA,18.91034029,NA,19.27534467
"63","Guanacaste",1225,10.9285,"Urera","Urera eggersii",37.70455,NA,NA,NA,29.9457166,NA,9.658056851
"64","Guanacaste",1225,10.9285,"Inga","Inga longispica",19.2907,NA,NA,NA,38.1194797,NA,13.42604863
"65","Guanacaste",1225,10.9285,"Sloanea","",17.28125,NA,NA,NA,30.99114427,NA,21.14480404
"66","Guanacaste",1225,10.9285,"","",42.53846,NA,NA,NA,19.37841582,NA,10.92229265
"67","Guanacaste",1225,10.9285,"","",24.04348,NA,NA,NA,28.89231271,NA,17.85778962
"68","Guanacaste",1225,10.9285,"Inga","Inga longispica",14.42609,NA,NA,NA,21.96744434,NA,14.16317552
"69","Guanacaste",1225,10.9285,"Inga","Inga mortoniana",18.64045,NA,NA,NA,24.93527597,NA,12.8024755
"70","Guanacaste",1225,10.9285,"Mortoniodendron","",25.13636,NA,NA,NA,26.70976118,NA,15.85431324
"71","Guanacaste",1225,10.9285,NA,"",18.85227,NA,NA,NA,30.02157444,NA,17.54206163
"72","Guanacaste",1225,10.9285,"Panopsis","Panopsis suaveolens",11.93525,NA,NA,NA,29.7389633,NA,27.09311954
"73","Guanacaste",1225,10.9285,"Cordia","Cordia croatii",25.52308,NA,NA,NA,33.4163547,NA,13.39041616
"74","Guanacaste",1225,10.9285,"Myrcia","Myrcia splendens",17.83871,NA,NA,NA,25.59344066,NA,19.15601963
"75","Guanacaste",1225,10.9285,"Inga","Inga longispica",12.96094,NA,NA,NA,48.54346688,NA,16.44390943
"76","Guanacaste",1225,10.9285,"Posoqueria","Posoqueria coriacea",10.70323,NA,NA,NA,17.72120163,NA,25.45075501
"77","Guanacaste",1225,10.9285,"Sorocea","Sorocea trophoides",21.81699,NA,NA,NA,10.44625576,NA,24.61874957
"78","Guanacaste",1225,10.9285,"Psychotria","",24.39706,NA,NA,NA,50.52662299,NA,16.39008206
"79","Guanacaste",1225,10.9285,"Xylopia","",12.76154,NA,NA,NA,49.65168443,NA,17.71989893
"80","Guanacaste",1225,10.9285,"Meliosma","Meliosma idiopoda",19.98795,NA,NA,NA,22.80468761,NA,24.82337021
"81","Guanacaste",1225,10.9285,"","",25.13636,NA,NA,NA,23.19459705,NA,13.00882422
"82","Guanacaste",1225,10.9285,"","",18.23077,NA,NA,NA,15.4109128,NA,20.6239238
"83","Guanacaste",1225,10.9285,"Viburnum","Viburnum costaricanum",25.96696,NA,NA,NA,29.09324313,NA,19.44127279
"84","Guanacaste",1225,10.9285,"","",7.862559,NA,NA,NA,38.34600238,NA,19.78681939
"85","Guanacaste",1225,10.9285,"Securidaca","",38.5814,NA,NA,NA,NA,NA,14.7432529
"86","Guanacaste",1225,10.9285,"Koanophyllon","Koanophyllon pittieri",26.33333,NA,NA,NA,35.0488999,NA,12.23304344
"87","Guanacaste",1225,10.9285,"","",12.3806,NA,NA,NA,30.18219481,NA,18.71481088
"88","Guanacaste",1225,10.9285,"Chrysophyllum","",15.95192,NA,NA,NA,25.94525078,NA,17.87766865
"89","Guanacaste",1225,10.9285,"","",10.91447,NA,NA,NA,35.97736515,NA,23.90340445
"90","Guanacaste",1225,10.9285,"Symphonia","Symphonia globulifera",23.04167,NA,NA,NA,27.78637147,NA,14.96364433
"91","Guanacaste",1225,10.9285,"Zanthoxylum","Zanthoxylum melanostictum",11.68841,NA,NA,NA,28.53232528,NA,20.43416378
"92","Guanacaste",1225,10.9285,"Calyptranthes","",18.64045,NA,NA,NA,22.15716449,NA,26.5188132
"93","Guanacaste",1225,10.9285,"Faramea","",23.17333,NA,NA,NA,45.45413784,NA,18.30934937
"94","Guanacaste",1225,10.9285,"","",NA,NA,NA,NA,30.04385424,NA,18.68917842
"95","Guanacaste",1225,10.9285,"Randia","Randia armata",18.64045,NA,NA,NA,41.27651542,NA,13.42731715
"96","Guanacaste",1225,10.9285,"Dussia","Dussia macroprophyllata",12.47368,NA,NA,NA,19.73680955,NA,19.93591116
"97","Guanacaste",1225,10.9285,"Eugenia","Eugenia basilaris",16.42574,NA,NA,NA,12.77620119,NA,25.4952127
"98","Guanacaste",1225,10.9285,"Piper","Piper aequale",25.92188,NA,NA,NA,25.3419034,NA,15.63397754
"99","Guanacaste",1225,10.9285,"Coccoloba","Coccoloba liportizii",19.06897,NA,NA,NA,15.66717988,NA,22.32481349
"100","Guanacaste",1225,10.9285,"","",17.64894,NA,NA,NA,15.50141207,NA,22.37315603
"101","Guanacaste",1225,10.9285,"Pouteria","",24.39706,NA,NA,NA,27.21272068,NA,11.27483429
"102","Guanacaste",1225,10.9285,"Rudgea","Rudgea laevis",18.23077,NA,NA,NA,21.51990788,NA,20.56261232
"103","Guanacaste",1225,10.9285,"Miconia","Miconia donaeana",24.39706,NA,NA,NA,27.46508136,NA,16.06579167
"104","Guanacaste",1225,10.9285,"Alchornea","Alchornea latifolia",11.36301,NA,NA,NA,15.81636296,NA,18.72770127
"105","Guanacaste",1225,10.9285,"","",11.76596,NA,NA,NA,9.929358307,NA,18.11092065
"106","Guanacaste",1225,10.9285,"Rondeletia","Rondeletia buddleioides",20.7375,NA,NA,NA,13.54434479,NA,19.29864823
"107","Guanacaste",1225,10.9285,"Hasseltiopsis","Hasseltiopsis dioica",16.1068,NA,NA,NA,31.33380391,NA,22.95653262
"108","Guanacaste",1225,10.9285,"Faramea","",25.92188,NA,NA,NA,37.44199604,NA,18.69504949
"109","Guanacaste",1225,10.9285,"Eugenia","Eugenia aeruginea",13.71074,NA,NA,NA,36.47942631,NA,23.58961099
"110","Guanacaste",1225,10.9285,"Erythroxylum","Erythroxylum citrifolium",24.76119,NA,NA,NA,14.0382406,NA,18.50712506
"111","Guanacaste",1225,10.9285,"Koanophyllon","Koanophyllon pittieri",22.72603,NA,NA,NA,28.17445411,NA,11.44611368
"112","Guanacaste",1225,10.9285,"Hybanthus","Hybanthus guanacastensis",36.86667,NA,NA,NA,NA,NA,15.01944866
"113","Guanacaste",1225,10.9285,"Posoqueria","Posoqueria coriacea",12.86047,NA,NA,NA,28.05674697,NA,27.60768171
"114","Guanacaste",1225,10.9285,"Coccoloba","Coccoloba porphyrostachys",13.59836,NA,NA,NA,21.07727046,NA,18.9139299
"115","Guanacaste",1225,10.9285,"Euphorbia","Euphorbia elata",21,NA,NA,NA,19.40079833,NA,20.01927845
"116","Guanacaste",1225,10.9285,"Licania","Licania riverae",13.94118,NA,NA,NA,31.89328675,NA,26.96063864
"117","Guanacaste",1500,10.9326,"Miconia","Miconia tonduzii",25.13636,NA,NA,NA,19.77914132,NA,16.48998748
"118","Guanacaste",1500,10.9326,"Ardisia","Ardisia glandulosomarginata",15.50467,NA,NA,NA,13.21960437,NA,25.00795131
"119","Guanacaste",1500,10.9326,"Chrysochlamys","Chrysochlamys allenii",18.03261,NA,NA,NA,14.9199226,NA,27.03553259
"120","Guanacaste",1500,10.9326,"Vaccinium","Vaccinium",6.121771,NA,NA,NA,22.12278842,NA,58.92145617
"121","Guanacaste",1500,10.9326,"Disterigma","Disterigma humboldtiana",11.23839,NA,NA,NA,14.19027687,NA,44.37473907
"122","Guanacaste",1500,10.9326,"Calyptranthes","Calyptranthes monteverdensis",10.56688,NA,NA,NA,10.34344633,NA,34.85653388
"123","Guanacaste",1500,10.9326,"Faramea","",15.8,NA,NA,NA,24.58839043,NA,20.36377766
"124","Guanacaste",1500,10.9326,"Cassipourea","Cassipourea elliptica",15.36111,NA,NA,NA,25.57081951,NA,19.46478466
"125","Guanacaste",1500,10.9326,"Clusia","Clusia",6.332061,NA,NA,NA,9.789859314,NA,38.76106873
"126","Guanacaste",1500,10.9326,"Ardisia","Ardisia palmana",15.22018,NA,NA,NA,10.04671161,NA,26.02342966
"127","Guanacaste",1500,10.9326,"Salacia","Salacia petenensis",16.59,NA,NA,NA,14.57411251,NA,14.75265707
"128","Guanacaste",1500,10.9326,NA,"",15.36111,NA,NA,NA,NA,NA,NA
"129","Guanacaste",1500,10.9326,"Psychotria","",25.80667,NA,NA,NA,24.88905932,NA,14.4289295
"130","Guanacaste",1500,10.9326,"Clusia","Clusia",4.713068,NA,NA,NA,18.62404078,NA,48.56036724
"131","Guanacaste",1500,10.9326,"","",16.92857,NA,NA,NA,19.63189342,NA,19.58820479
"132","Guanacaste",1500,10.9326,"Guettarda","Guettarda crispiflora",25.13636,NA,NA,NA,18.18474889,NA,16.17798973
"133","Guanacaste",1500,10.9326,"Miconia","Miconia tonduzii",14.8125,NA,NA,NA,19.54831252,NA,21.41402368
"134","Guanacaste",1500,10.9326,"Psychotria","",14.30172,NA,NA,NA,21.25152055,NA,18.51927319
"135","Guanacaste",1500,10.9326,"Cyathea","Cyathea caracasana",27.19672,NA,NA,NA,20.59021769,NA,17.62498063
"136","Guanacaste",1500,10.9326,"Psychotria","",20.7375,NA,NA,NA,26.28768444,NA,13.44159195
"137","Guanacaste",1500,10.9326,"Miconia","Miconia tonduzii",19.42244,NA,NA,NA,25.2555199,NA,16.111377
"138","Guanacaste",1500,10.9326,"","",9.216667,NA,NA,NA,18.80436428,NA,23.47665615
"139","Guanacaste",1500,10.9326,"Chrysochlamys","Chrysochlamys allenii",13.94118,NA,NA,NA,21.30606402,NA,34.16922316
"140","Guanacaste",1500,10.9326,"Chrysochlamys","Chrysochlamys allenii",14.17949,NA,NA,NA,20.09032105,NA,31.17706856
"141","Guanacaste",1500,10.9326,"Bunchosia","",18.64045,NA,NA,NA,13.28482909,NA,15.60197972
"142","Guanacaste",1500,10.9326,"Rudgea","Rudgea laevis",19.75,NA,NA,NA,NA,NA,25.56255395
"143","Guanacaste",1500,10.9326,"Sorocea","Sorocea trophoides",22.41892,NA,NA,NA,18.48337403,NA,15.71002454
"144","Guanacaste",1500,10.9326,"Psychotria","",30.16364,NA,NA,NA,28.44853356,NA,12.00692162
"145","Guanacaste",1500,10.9326,"Clusia","Clusia heterosavia",5.323076923,NA,NA,NA,19.14111945,NA,39.48387097
"146","Guanacaste",1500,10.9326,"Ocotea","Ocotea floribunda",11.1467433,NA,NA,NA,29.87738022,NA,23.5191234
"147","Guanacaste",1500,10.9326,"Cinnamomum","Cinnamomum triplinerve",6.559241706,NA,NA,NA,14.17561794,NA,25.21596244
"148","Guanacaste",1500,10.9326,"Cleyera","Cleyera theaeoides",10.64615385,NA,NA,NA,34.36854308,NA,34.68127575
"149","Guanacaste",1500,10.9326,"Hyeronima","Hyeronima oblonga",11.82905983,NA,NA,NA,16.72571869,NA,18.83673469
"150","Guanacaste",1500,10.9326,"Blakea","Blakea chlorantha",15.04347826,NA,NA,NA,32.88371314,NA,28.27388535
"151","Guanacaste",1500,10.9326,"Conostegia","Conostegia pittieri",14.41666667,NA,NA,NA,30.88098819,NA,23.28497409
"152","Guanacaste",1500,10.9326,"Ardisia","Ardisia glandulosomarginata",13.11157895,NA,NA,NA,30.52716479,NA,30.01085773
"153","Guanacaste",1500,10.9326,"Viburnum","Viburnum venustum",15.20879121,NA,NA,NA,14.96846301,NA,30.70128168
"154","Guanacaste",1500,10.9326,"Ardisia","Ardisia glandulosomarginata",12.58181818,NA,NA,NA,14.28877005,NA,27.46706587
"155","Guanacaste",1500,10.9326,"Ardisia","Ardisia glandulosomarginata",7.401069519,NA,NA,NA,21.30879593,NA,27.48295455
"156","Guanacaste",1500,10.9326,"Faramea","Faramea",16.47619048,NA,NA,NA,37.30495379,NA,22.18274112
"157","Guanacaste",1500,10.9326,"Hedyosmum","Hedyosmum bonplandianum",15.04347826,NA,NA,NA,12.64503666,NA,26.0201005
"158","Guanacaste",1500,10.9326,"Lozania","Lozania mutisiana",15.37777778,NA,NA,NA,27.91132314,NA,20.18942731
"159","Guanacaste",1500,10.9326,"Palicourea","Palicourea",17.74358974,NA,NA,NA,46.80824328,NA,14.45637584
"160","Guanacaste",1500,10.9326,"Symplocos","Symplocos tribracteolata",12.93457944,NA,NA,NA,31.29890454,NA,19.1322314
"161","Guanacaste",1500,10.9326,"Ocotea","Ocotea floribunda",9.678321678,NA,NA,NA,29.02336381,NA,24.095
"162","Guanacaste",1500,10.9326,"Chrysochlamys","Chrysochlamys allenii",9.105263158,NA,NA,NA,15.50886221,NA,21.12442396
"163","Guanacaste",1500,10.9326,"Symplocos","Symplocos serrulata",12.14035088,NA,NA,NA,32.73206801,NA,31.45323741
"164","Guanacaste",1500,10.9326,"Ocotea","Ocotea insularis",8.65,NA,NA,NA,13.73519579,NA,31.29559748
"165","Guanacaste",1500,10.9326,"","",17.09944751,NA,NA,NA,13.47078373,NA,27.23952096
"166","Guanacaste",1500,10.9326,"Miconia","Miconia tonduzii",24.28070175,NA,NA,NA,31.35186096,NA,16.87829117
"167","Guanacaste",1500,10.9326,"Cosmibuena","Cosmibuena valerii",7.322751323,NA,NA,NA,17.4398801,NA,37.140625
"168","Guanacaste",1500,10.9326,"Ardisia","Ardisia compressa",15.5505618,NA,NA,NA,20.02988916,NA,23.12953368
"169","Guanacaste",1500,10.9326,"Miconia","Miconia tonduzii",14.26804124,NA,NA,NA,23.89151384,NA,23.73743017
"170","Guanacaste",1500,10.9326,"Vaccinium","Vaccinium",9.414965986,NA,NA,NA,15.23819857,NA,56.02717391
"171","Guanacaste",1500,10.9326,"Calyptranthes","Calyptranthes",11.16129032,NA,NA,NA,27.92567474,NA,25.87912088
"172","Guanacaste",1500,10.9326,"Eugenia","Eugenia basilaris",9.611111111,NA,NA,NA,20.20176828,NA,29.91358025
"173","Guanacaste",1500,10.9326,"Chione","Chione venosa",11.25203252,NA,NA,NA,33.55929928,NA,23.665
"174","Guanacaste",1500,10.9326,"Faramea","Faramea",13.4368932,NA,NA,NA,33.84665174,NA,17.34661355
"175","Guanacaste",1500,10.9326,"Cinnamomum","Cinnamomum triplinerve",11.072,NA,NA,NA,26.52678607,NA,27.51724884
"176","Guanacaste",1500,10.9326,"Miconia","Miconia tonduzii",10.8125,NA,NA,NA,31.30059363,NA,25.34482759
"177","Guanacaste",1500,10.9326,"Drimys","Drimys granadensis",10.25185185,NA,NA,NA,30.45399884,NA,26.51794872
"178","Guanacaste",1500,10.9326,"Ardisia","Ardisia",12.03478261,NA,NA,NA,15.86530959,NA,26.29508197
"179","Guanacaste",1500,10.9326,"Calyptranthes","Calyptranthes",10.32835821,NA,NA,NA,15.04842206,NA,24.78074866
"180","Guanacaste",1500,10.9326,"","",9.746478873,NA,NA,NA,14.89944803,NA,25.19689119
"181","Guanacaste",1500,10.9326,"","",20.65671642,NA,NA,NA,33.44196041,NA,19.4893617
"182","Guanacaste",1500,10.9326,"Ardisia","Ardisia glandulosomarginata",10.8125,NA,NA,NA,14.37267879,NA,23.49494507
"183","Guanacaste",1500,10.9326,"Ocotea","Ocotea floribunda",9.414965986,NA,NA,NA,25.93012757,NA,22.23214286
"184","Guanacaste",1500,10.9326,"Ardisia","Ardisia glandulosomarginata",13.51528384,NA,NA,NA,15.08908489,NA,24.09917385
"185","Guanacaste",1500,10.9326,"Symplocos","Symplocos tribracteolata",8.238095238,NA,NA,NA,34.35006631,NA,29.25316456
"186","Guanacaste",1500,10.9326,"Ocotea","Ocotea floribunda",9.544827586,NA,NA,NA,46.62975971,NA,21.83404255
"187","Guanacaste",1500,10.9326,"Cassipourea","Cassipourea elliptica",12.24778761,NA,NA,NA,32.58056928,NA,16.27797834
"188","Guanacaste",1500,10.9326,"Cyathea","Cyathea caracasana",27.01030928,NA,NA,NA,5.491195551,NA,18.8185654
"189","Guanacaste",1500,10.9326,"Faramea","Faramea",15.72727273,NA,NA,NA,24.49135905,NA,23.94459103
"190","Guanacaste",1500,10.9326,"Miconia","Miconia tonduzii",16.28235294,NA,NA,NA,30.18926346,NA,18.20512821
"191","Guanacaste",1500,10.9326,"Blakea","Blakea chlorantha",8.759493671,NA,NA,NA,23.18220939,NA,27.16766467
"192","Guanacaste",1500,10.9326,"Chione","Chione venosa",10.17647059,NA,NA,NA,28.82882883,NA,29.8
"193","Guanacaste",1500,10.9326,"Amphitecna","Amphitecna sessilifolia",8.093567251,NA,NA,NA,28.11784612,NA,43.02654867
"194","Guanacaste",1500,10.9326,"Eugenia","Eugenia basilaris",8.704402516,NA,NA,NA,20.2383964,NA,36.27941176
"195","Guanacaste",1500,10.9326,"Turpinia","Turpinia occidentalis",17.3,NA,NA,NA,16.34350056,NA,12.8101983
"196","Guanacaste",1500,10.9326,"Cestrum","Cestrum poasanum",16.09302326,NA,NA,NA,28.78501461,NA,17.20149254
"197","Guanacaste",1500,10.9326,"Mollinedia","Mollinedia viridiflora",18.7027027,NA,NA,NA,20.03278091,NA,17.53359684
"198","Guanacaste",1500,10.9326,"Cinnamomum","Cinnamomum triplinerve",10.8976378,NA,NA,NA,21.91446874,NA,30.5147929
"199","Guanacaste",1500,10.9326,"Palicourea","Palicourea",22.32258065,NA,NA,NA,47.27964562,NA,12.95795796
"200","Guanacaste",1500,10.9326,"Weinmannia","Weinmannia pinnata",13.71428571,NA,NA,NA,19.74209266,NA,24.78191489
"201","Guanacaste",1500,10.9326,"Clusia","Clusia multiflora",5.81512605,NA,NA,NA,11.5876087,NA,42.95412844
"202","Guanacaste",1500,10.9326,"Ardisia","Ardisia glandulosomarginata",11.72881356,NA,NA,NA,21.65581279,NA,31.18705036
"203","Guanacaste",1500,10.9326,"Inga","Inga longispica",8.759493671,NA,NA,NA,18.87178554,NA,15.26807229
"204","Guanacaste",1500,10.9326,"Chrysochlamys","Chrysochlamys allenii",13.4368932,NA,NA,NA,17.69821578,NA,21.22488038
"205","Guanacaste",1500,10.9326,"Miconia","Miconia tonduzii",18.7027027,NA,NA,NA,25.72856849,NA,16.2851711
"206","Guanacaste",1500,10.9326,"Geonoma","Geonoma hoffmanniana",12.35714286,NA,NA,NA,24.6179874,NA,18.37004405
"207","Guanacaste",1500,10.9326,"Calyptranthes","Calyptranthes monteverdensis",11.25203252,NA,NA,NA,22.59704624,NA,30.23809524
"208","Guanacaste",1500,10.9326,"Cavendishia","Cavendishia",9.288590604,NA,NA,NA,10.55361429,NA,31.31097561
"209","Guanacaste",1500,10.9326,"Zanthoxylum","Zanthoxylum melanostictum",7.64640884,NA,NA,NA,27.7985673,NA,23.22596154
"210","Guanacaste",1500,10.9326,"Piper","Piper",11.72881356,NA,NA,NA,31.9983214,NA,19.60245902
"211","Guanacaste",1500,10.9326,"Philodendron","Philodendron",13.05660377,NA,NA,NA,46.52070659,NA,17.23076923
"212","Guanacaste",1500,10.9326,"Symplocos","Symplocos tribracteolata",14.12244898,NA,NA,NA,NA,NA,NA
"213","Guanacaste",1500,10.9326,"Inga","Inga longispica",17.15580524,NA,NA,NA,15.13399697,NA,15.38819876
"214","Guanacaste",1500,10.9326,"Cassipourea","Cassipourea elliptica",12.03478261,NA,NA,NA,15.5419663,NA,17.76923077
"215","Guanacaste",1500,10.9326,"Eugenia","Eugenia basilaris",7.246073298,NA,NA,NA,16.30087364,NA,32.99346405
"216","Guanacaste",1500,10.9326,"Ardisia","Ardisia",13.30769231,NA,NA,NA,31.83578145,NA,31.97351147
"217","Guanacaste",1500,10.9326,"Cassipourea","Cassipourea elliptica",12.35714286,NA,NA,NA,17.48606681,NA,16.07490637
"218","Guanacaste",1500,10.9326,"Calyptranthes","Calyptranthes monteverdensis",14.26804124,NA,NA,NA,19.35815952,NA,28.9132948
"219","Guanacaste",1500,10.9326,"Inga","Inga longispica",14.26804124,NA,NA,NA,48.01991069,NA,14.99695122
"220","Guanacaste",1500,10.9326,"Salacia","Salacia petenensis",10.70934256,NA,NA,NA,12.60425844,NA,26.17857143
"221","Guanacaste",1500,10.9326,"Palicourea","Palicourea",19.77142857,NA,NA,NA,20.64199789,NA,13.05538462
"222","Guanacaste",1500,10.9326,"Faramea","Faramea",13.18095238,NA,NA,NA,18.96351127,NA,20.36231884
"223","Guanacaste",1500,10.9326,"Faramea","Faramea",11.072,NA,NA,NA,33.66741619,NA,17.71614943
"224","Guanacaste",1500,10.9326,"Cassipourea","Cassipourea elliptica",13.05660377,NA,NA,NA,19.84655736,NA,16.35335689
"225","Guanacaste",1500,10.9326,"Philodendron","Philodendron",17.83861671,NA,NA,NA,NA,NA,17.93643422
"226","Guanacaste",1500,10.9326,"Symplocos","Symplocos tribracteolata",8.987012987,NA,NA,NA,17.83518666,NA,36.56060606
"227","Guanacaste",1500,10.9326,"Prestoea","Prestoea acuminata",13.05660377,NA,NA,NA,13.83549768,NA,28.9556962
"228","Guanacaste",1500,10.9326,"Inga","Inga longispica",16.28235294,NA,NA,NA,19.10706681,NA,14.60410557
"229","Guanacaste",1500,10.9326,"Rondeletia","Rondeletia chaconii",18.95890411,NA,NA,NA,25.26017985,NA,23.015
