"","Source_ID","Site","Plot_Name","State.province","Locality_description","Habitat","Habit","Latitude","Longitude","Elevation.m.","Morpho_species","Family","Genus","Species","Taxon","Average_DBH.cm.","X.C","X.N","C.N","d13C","d15N","X.P","N.P","N.C","X._of_leaves","Scanned_WetLeaf_area.cm.2.","Dry_Mass.g.","SLA_Punch","SLA.cm.2.g.","SLA..m_.kg.","Average_SLA.cm.2.g.","Plot_Abundance.N.","Species_Abundance.n."
"1","Vanessa_1044","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Apocynaceae","","","",5,44.16805,2.352596,18.77417542,NA,NA,0.093461,25.17197384,0.053264656,"",NA,0.058,NA,286.0344828,28.60344828,NA,408,27
"2","Vanessa_1045","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Lauraceae","","","",29.5,47.0038,3.226192,14.56943666,NA,NA,0.119638,26.96625644,0.068636834,"",NA,0.084,NA,197.5,19.75,NA,408,NA
"3","Vanessa_1046","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Lauraceae","","","",3.2,50.7251,2.53402,20.01763996,NA,NA,0.090326,28.05414607,0.049955939,"",NA,0.108,NA,153.6111,15.36111,NA,408,NA
"4","Vanessa_1047","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Rubiaceae","Coussarea","caroliana","Coussarea caroliana",3.3,39.4617,2.385134,16.5448566,NA,NA,0.076518,31.17100677,0.060441745,"",NA,0.053,NA,313.0189,31.30189,NA,408,19
"5","Vanessa_1048","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Rubiaceae","Coussarea","caroliana","Coussarea caroliana",4.3,40.6955,2.87419,14.15894565,NA,NA,0.083102,34.58646259,0.070626728,"",NA,NA,NA,NA,NA,NA,408,19
"6","Vanessa_1049","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Rubiaceae","Rudgea","laevis","Rudgea laevis",26.5,44.377,2.030174,21.85871753,NA,NA,0.061233,33.15512791,0.045748338,"",NA,0.114,NA,145.5263,14.55263,NA,408,NA
"7","Vanessa_1050","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Lianna",10.9285,-85.4653,1225,NA,"Combretaceae","Combretum","","",5,45.893604,1.63836,28.01191679,NA,NA,0.148462,11.0355636,0.035699092,"",NA,0.065,NA,127.6154,12.76154,NA,408,2
"8","Vanessa_1051","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Lauraceae","","","",5.5,51.13305,2.611914,19.57685054,NA,NA,0.077687,33.62111837,0.051080739,"",NA,0.11,NA,150.8182,15.08182,NA,408,NA
"9","Vanessa_1052","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Lauraceae","Persea","","",12.7,49.4714,2.032146,24.34441226,NA,NA,0.093132,21.8200822,0.041077188,"",NA,0.13,NA,127.6154,12.76154,NA,408,NA
"10","Vanessa_1053","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Hippocastanaceae","Billia","columbiana","Billia columbiana",6.4,47.851512,1.975872,24.217921,NA,NA,0.127749,15.466808,0.041291736,"",NA,0.108,NA,153.6111,15.36111,NA,408,3
"11","Vanessa_1054","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Moraceae","Trophis","mexicana","Trophis mexicana",5.9,47.5411,2.232304,21.29687534,NA,NA,0.060616,36.82683978,0.046955245,"",NA,0.089,NA,186.4045,18.64045,NA,408,NA
"12","Vanessa_1055","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Sapotaceae","Pouteria","","",2.9,40.58601,2.44032,16.63142948,NA,NA,0.071385,34.18517123,0.060127123,"",NA,0.075,NA,221.2,22.12,NA,408,NA
"13","Vanessa_1056","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Lianna",10.9285,-85.4653,1225,NA,"Connaraceae","Rourea","schippii","Rourea schippii",3.5,47.88935,1.998622,23.96118426,NA,NA,0.089969,22.21445138,0.041734164,"",NA,0.133,NA,124.7368,12.47368,NA,408,NA
"14","Vanessa_1057","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Sapotaceae","Pouteria","","",34.9,45.16305,2.82982,15.95969002,NA,NA,0.131905,21.45352499,0.062657859,"",NA,0.054,NA,307.2222,30.72222,NA,408,NA
"15","Vanessa_1058","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Lauraceae","","","",26,45.407634,1.907976,23.79884967,NA,NA,0.075906,25.13603989,0.042018838,"",NA,0.174,NA,95.34483,9.534483,NA,408,NA
"16","Vanessa_1059","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Fabaceae","Lonchocarpus","oliganthus","Lonchocarpus oliganthus",3.2,45.975768,4.09836,11.21808919,NA,NA,0.135977,30.14008171,0.089141741,"",NA,0.068,NA,243.9706,24.39706,NA,408,NA
"17","Vanessa_1060","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Clusiaceae","Symphonia","globulifera","Symphonia globulifera",2.5,47.602014,2.360616,20.16508149,NA,NA,0.08217,28.72847332,0.049590675,"",NA,0.078,NA,212.6923,21.26923,NA,408,NA
"18","Vanessa_1061","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Fabaceae","Inga","longispica","Inga longispica",2.7,47.787384,3.17832,15.03542249,NA,NA,0.072648,43.74955867,0.066509604,"",NA,0.095,NA,174.6316,17.46316,NA,408,NA
"19","Vanessa_1062","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Euphorbiaceae","Euphorbia","elata","Euphorbia elata",2.7,44.377,2.457112,18.06063378,NA,NA,0.14213,17.28778851,0.055369043,"",NA,0.088,NA,188.5227,18.85227,NA,408,13
"20","Vanessa_1063","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Lauraceae","","","",3.5,53.62055,2.08046,25.77341069,NA,NA,0.062128,33.48642397,0.038799677,"",NA,0.088,NA,188.5227,18.85227,NA,408,NA
"21","Vanessa_1064","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Annonaceae","Desmopsis","microcarpa","Desmopsis microcarpa",2.9,45.391602,3.186192,14.24634862,NA,NA,0.066701,47.76858393,0.070193425,"",NA,0.069,NA,240.4348,24.04348,NA,408,2
"22","Vanessa_1065","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Meliaceae","Guarea","rhopalocarpa","Guarea rhopalocarpa",7.9,46.083984,2.670576,17.25619642,NA,NA,0.1372,19.46479977,0.057950198,"",NA,0.094,NA,176.4894,17.64894,NA,408,7
"23","Vanessa_1066","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",1659,0.077,NA,215.454545,21.5454545,NA,408,NA
"24","Vanessa_1067","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Myrtaceae","Calyptranthes","","",5.6,47.952714,1.696416,28.26707246,NA,NA,0.044636,38.00544506,0.035376851,"",NA,0.091,NA,182.3077,18.23077,NA,408,11
"25","Vanessa_1068","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Lauraceae","","","",16.5,51.241278,2.215968,23.12365431,NA,NA,0.069444,31.91036264,0.04324576,"",NA,0.149,NA,111.3423,11.13423,NA,408,NA
"26","Vanessa_1069","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Annonaceae","","","",8.2,46.018854,2.641056,17.42441433,NA,NA,0.094689,27.89197035,0.057390738,"",NA,0.074,NA,224.1892,22.41892,NA,408,27
"27","Vanessa_1070","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Moraceae","","","",4.4,44.903628,2.471808,18.16630903,NA,NA,0.097359,25.38866921,0.055046955,"",NA,0.085,NA,195.1765,19.51765,NA,408,NA
"28","Vanessa_1071","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Melastomataceae","Miconia","brenesii","Miconia brenesii",3.1,34.752366,2.439336,14.24664991,NA,NA,0.068148,35.79442016,0.07019194,"",NA,0.026,NA,319.0385,31.90385,NA,408,NA
"29","Vanessa_1072","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,38.3672,2.901798,13.22187141,NA,NA,0.140887,20.59657027,0.075632259,"",NA,0.065,NA,255.2308,25.52308,NA,408,NA
"30","Vanessa_1073","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,45.187194,1.9926,22.67750376,NA,NA,0.074616,26.70469692,0.044096564,"",NA,0.174,NA,95.34483,9.534483,NA,408,NA
"31","Vanessa_1074","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Rutaceae","Lubaria","aroensis","Lubaria aroensis",3.2,44.831484,3.026784,14.81159012,NA,NA,0.051238,59.07294454,0.067514696,"",NA,0.107,NA,155.0467,15.50467,NA,408,NA
"32","Vanessa_1075","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Solanaceae","Cestrum","","",3.4,45.308436,2.967744,15.26696238,NA,NA,0.069581,42.65135148,0.065500915,"",NA,0.062,NA,267.5806,26.75806,NA,408,7
"33","Vanessa_1076","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Fabaceae","Lonchocarpus","oliganthus","Lonchocarpus oliganthus",4.1,47.914638,3.883848,12.33689835,NA,NA,0.159376,24.36913796,0.081057651,"",NA,0.09,NA,184.3333,18.43333,NA,408,NA
"34","Vanessa_1077","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",5.3,42.951732,2.069352,20.75612656,NA,NA,0.047538,43.53087064,0.048178546,"",NA,0.156,NA,106.3462,10.63462,NA,408,NA
"35","Vanessa_1078","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49",1625.82,0.101,NA,160.972277,16.0972277,NA,408,NA
"36","Vanessa_1079","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48",1592.64,0.156,NA,102.092308,10.2092308,NA,408,NA
"37","Vanessa_1080","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49",1625.82,0.136,NA,119.545588,11.9545588,NA,408,NA
"38","Vanessa_1081","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",1659,0.089,NA,186.404494,18.6404494,NA,408,NA
"39","Vanessa_1082","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47",1559.46,0.116,NA,134.436207,13.4436207,NA,408,NA
"40","Vanessa_1083","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Malpighiaceae","Malpighia","albiflora","Malpighia albiflora",5.8,43.57105,4.648004,9.374142105,NA,NA,NA,NA,0.106676429,"",NA,0.012,NA,580.65,58.065,NA,408,NA
"41","Vanessa_1084","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Rhizophoraceae","Cassipourea","elliptica","Cassipourea elliptica",4,45.85955,2.66713,17.19434373,NA,NA,0.094639,28.1821072,0.058158661,"",NA,0.101,NA,164.2574,16.42574,NA,408,11
"42","Vanessa_1085","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens",18.5,44.67918,1.718064,26.00553879,NA,NA,0.062683,27.4086442,0.038453347,"",NA,0.057,NA,151.3474,15.13474,NA,408,NA
"43","Vanessa_1086","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Proteaceae","Roupala","montana","Roupala montana",5.8,50.124048,1.588176,31.56076405,NA,NA,0.058686,27.06218365,0.031684911,"",NA,0.159,NA,104.3396,10.43396,NA,408,NA
"44","Vanessa_1087","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Fabaceae","Dussia","macroprophyllata","Dussia macroprophyllata",4.5,47.76,2.683892,17.79505286,NA,NA,0.230198,11.65904347,0.056195394,"",NA,0.069,NA,240.4348,24.04348,NA,408,2
"45","Vanessa_1088","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Solanaceae","","","",2.9,46.063944,4.544112,10.13706176,NA,NA,0.090963,49.95544008,0.098647914,"",NA,0.073,NA,227.2603,22.72603,NA,408,NA
"46","Vanessa_1089","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Rubiaceae","Faramea","","",7.1,42.358548,1.962096,21.58841769,NA,NA,0.102582,19.12706007,0.046321135,"",NA,0.1,NA,165.9,16.59,NA,408,7
"47","Vanessa_1090","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Fabaceae","Inga","mortoniana","Inga mortoniana",2.7,49.249302,3.452856,14.26335242,NA,NA,0.103241,33.44447047,0.070109745,"",NA,0.099,NA,167.5758,16.75758,NA,408,NA
"48","Vanessa_1091","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Rubiaceae","","","",11.5,41.860554,3.361344,12.45351681,NA,NA,0.053887,62.37769865,0.080298603,"",NA,0.066,NA,251.3636,25.13636,NA,408,NA
"49","Vanessa_1092","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Melastomataceae","Mouriri","gleasoniana","Mouriri gleasoniana",3.5,46.083984,2.670576,17.25619642,NA,NA,0.043088,61.97909186,0.057950198,"",NA,0.126,NA,131.6667,13.16667,NA,408,NA
"50","Vanessa_1093","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Annonaceae","Xylopia","","",17.7,45.728274,3.058272,14.95232406,NA,NA,0.071841,42.57006184,0.066879235,"",NA,0.095,NA,174.6316,17.46316,NA,408,NA
"51","Vanessa_1094","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49",1625.82,0.077,NA,211.1454545,21.11454545,NA,408,NA
"52","Vanessa_1095","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43",1426.74,0.048,NA,297.2375,29.72375,NA,408,NA
"53","Vanessa_1096","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",1327.2,0.039,NA,340.3076923,34.03076923,NA,408,NA
"54","Vanessa_1097","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"46",1526.28,0.054,NA,282.6444444,28.26444444,NA,408,NA
"55","Vanessa_1098","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",1659,0.095,NA,174.6315789,17.46315789,NA,408,NA
"56","Vanessa_1099","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Rubiaceae","","","",12.5,42.495453,3.285576,12.93394309,NA,NA,0.093006,35.32665125,0.077315942,"",NA,0.071,NA,233.662,23.3662,NA,408,NA
"57","Vanessa_1100","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Rubiaceae","Faramea","","",3,43.83379,2.41572,18.14522792,NA,NA,0.082286,29.35747444,0.055110909,"",NA,0.082,NA,202.3171,20.23171,NA,408,7
"58","Vanessa_1101","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49",1625.82,0.08,NA,203.2275,20.32275,NA,408,NA
"59","Vanessa_1102","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Malvaceae","Hampea","appendiculata","Hampea appendiculata",8.7,47.31225,4.088942,11.57078041,NA,NA,0.221948,18.42300411,0.086424594,"",NA,0.071,NA,233.662,23.3662,NA,408,6
"60","Vanessa_1103","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,43.09345,3.050684,14.12583211,NA,NA,0.040472,75.37690824,0.07079229,"",NA,0.112,NA,148.125,14.8125,NA,408,NA
"61","Vanessa_1104","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,NA,NA,NA,"",NA,47.3222,1.943406,24.35013579,NA,NA,0.065143,29.83299044,0.041067533,"",NA,0.106,NA,156.5094,15.65094,NA,408,NA
"62","Vanessa_1105","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Sabiaceae","Meliosma","glabrata","Meliosma glabrata",3.7,45.198216,2.344872,19.27534467,NA,NA,0.123999,18.91034029,0.051879747,"",NA,0.053,NA,313.0189,31.30189,NA,408,NA
"63","Vanessa_1106","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Urticaceae","Urera","eggersii","Urera eggersii",4.5,38.774394,4.01472,9.658056851,NA,NA,0.134067,29.9457166,0.103540496,"",NA,0.044,NA,377.0455,37.70455,NA,408,NA
"64","Vanessa_1107","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Fabaceae","Inga","longispica","Inga longispica",12.4,46.952718,3.497136,13.42604863,NA,NA,0.091741,38.1194797,0.074482078,"",NA,0.086,NA,192.907,19.2907,NA,408,NA
"65","Vanessa_1108","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Elaeocarpaceae","Sloanea","","",304.5,43.818462,2.072304,21.14480404,NA,NA,0.066868,30.99114427,0.047292942,"",NA,0.096,NA,172.8125,17.28125,NA,408,NA
"66","Vanessa_1109","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Solanaceae","","","",5.5,44.376576,4.062936,10.92229265,NA,NA,0.209663,19.37841582,0.091555869,"",NA,0.039,NA,425.3846,42.53846,NA,408,NA
"67","Vanessa_1110","Cacao","Cacao-1","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_premontane_moist_forest,_wet_transition","Tree",10.9285,-85.4653,1225,NA,"Rubiaceae","","","",8.5,41.10106,2.301576,17.85778962,NA,NA,0.07966,28.89231271,0.055997972,"",NA,0.069,NA,240.4348,24.04348,NA,408,NA
