"","Source_ID","Site","Plot_Name","State.province","Locality_description","Habitat","Habit","Latitude","Longitude","Elevation.m.","Morpho_species","Family","Genus","Species","Taxon","Average_DBH.cm.","X.C","X.N","C.N","d13C","d15N","X.P","N.P","N.C","X._of_leaves","Scanned_WetLeaf_area.cm.2.","Dry_Mass.g.","SLA_Punch","SLA.cm.2.g.","SLA..m_.kg.","Average_SLA.cm.2.g.","Plot_Abundance.N.","Species_Abundance.n."
"207","Vanessa_1332","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Myrtaceae","Calyptranthes","monteverdensis","Calyptranthes monteverdensis",5.9,50.8,1.68,30.23809524,NA,NA,0.074346,22.59704624,0.033070866,"7",13.84,0.123,134.8780488,112.5203252,11.25203252,NA,NA,NA
"208","Vanessa_1333","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Hemiepiphyte",10.9326,-85.4588,1500,NA,"Ericaceae","Cavendishia","","Cavendishia",3.9,51.35,1.64,31.31097561,NA,NA,0.155397,10.55361429,0.031937683,"",13.84,0.149,111.3422819,92.88590604,9.288590604,NA,NA,NA
"209","Vanessa_1334","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Rutaceae","Zanthoxylum","melanostictum","Zanthoxylum melanostictum",6.2,48.31,2.08,23.22596154,NA,NA,0.074824,27.7985673,0.043055268,"4",13.84,0.181,91.65745856,76.4640884,7.64640884,NA,NA,NA
"210","Vanessa_1335","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Piperaceae","Piper","","Piper",2.7,47.83,2.44,19.60245902,NA,NA,0.076254,31.9983214,0.051014008,"4",13.84,0.118,140.5932203,117.2881356,11.72881356,NA,NA,NA
"211","Vanessa_1336","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Hemiepiphyte",10.9326,-85.4588,1500,NA,"Araceae","Philodendron","","Philodendron",2.8,49.28,2.86,17.23076923,NA,NA,0.061478,46.52070659,0.058035714,"1",13.84,0.106,156.509434,130.5660377,13.05660377,NA,NA,NA
"212","Vanessa_1337","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Symplocaceae","Symplocos","tribracteolata","Symplocos tribracteolata",4.6,NA,NA,NA,NA,NA,NA,NA,NA,"7",13.84,0.098,169.2857143,141.2244898,14.12244898,NA,NA,NA
"213","Vanessa_1338","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Fabaceae","Inga","longispica","Inga longispica",33.8,49.55,3.22,15.38819876,NA,NA,0.212766,15.13399697,0.064984864,"4",45.806,0.267,172.3479401,171.5580524,17.15580524,NA,NA,NA
"214","Vanessa_1339","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Rhizophoraceae","Cassipourea","elliptica","Cassipourea elliptica",4.7,46.2,2.6,17.76923077,NA,NA,0.167289,15.5419663,0.056277056,"7",13.84,0.115,144.2608696,120.3478261,12.03478261,NA,NA,NA
"215","Vanessa_1340","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Myrtaceae","Eugenia","basilaris","Eugenia basilaris",5.3,50.48,1.53,32.99346405,NA,NA,0.09386,16.30087364,0.030309033,"5",13.84,0.191,86.85863874,72.46073298,7.246073298,NA,NA,NA
"216","Vanessa_1341","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Myrsinaceae","Ardisia","","Ardisia",8.5,44.99939939,1.407396226,31.97351147,NA,NA,0.044208,31.83578145,0.031275889,"8",13.84,0.104,159.5192308,133.0769231,13.30769231,NA,NA,NA
"217","Vanessa_1342","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Rhizophoraceae","Cassipourea","elliptica","Cassipourea elliptica",10.55,42.92,2.67,16.07490637,NA,NA,0.152693,17.48606681,0.06220876,"5",13.84,0.112,148.125,123.5714286,12.35714286,NA,NA,NA
"218","Vanessa_1343","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Myrtaceae","Calyptranthes","monteverdensis","Calyptranthes monteverdensis",10.54444444,50.02,1.73,28.9132948,NA,NA,0.089368,19.35815952,0.034586166,"7",13.84,0.097,171.0309278,142.6804124,14.26804124,NA,NA,NA
"219","Vanessa_1344","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Fabaceae","Inga","longispica","Inga longispica",18.9,49.19,3.28,14.99695122,NA,NA,0.068305,48.01991069,0.06668022,"5",13.84,0.097,171.0309278,142.6804124,14.26804124,NA,NA,NA
"220","Vanessa_1345","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Hippocrateaceae","Salacia","petenensis","Salacia petenensis",9.066666667,51.31,1.96,26.17857143,NA,NA,0.155503,12.60425844,0.038199181,"5",61.9,0.578,107.5865052,107.0934256,10.70934256,NA,NA,NA
"221","Vanessa_1346","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Rubiaceae","Palicourea","","Palicourea",4.5,42.43,3.25,13.05538462,NA,NA,0.157446,20.64199789,0.076596748,"4",13.84,0.07,237,197.7142857,19.77142857,NA,NA,NA
"222","Vanessa_1347","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Rubiaceae","Faramea","","Faramea",3.7,42.15,2.07,20.36231884,NA,NA,0.109157,18.96351127,0.04911032,"5",13.84,0.105,158,131.8095238,13.18095238,NA,NA,NA
"223","Vanessa_1348","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Rubiaceae","Faramea","","Faramea",3.9,44.15332411,2.492264151,17.71614943,NA,NA,0.074026,33.66741619,0.056445674,"",13.84,0.125,132.72,110.72,11.072,NA,NA,NA
"224","Vanessa_1258","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Rhizophoraceae","Cassipourea","elliptica","Cassipourea elliptica",4.2,46.28,2.83,16.35335689,NA,NA,0.142594,19.84655736,0.061149525,"5",13.84,0.106,156.509434,130.5660377,13.05660377,NA,NA,NA
"225","Vanessa_1259","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Araceae","Philodendron","","Philodendron",2.5,48.38370053,2.697509434,17.93643422,NA,NA,NA,NA,0.055752442,"2",61.9,0.347,179.2074928,178.3861671,17.83861671,NA,NA,NA
"226","Vanessa_1260","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Symplocaceae","Symplocos","tribracteolata","Symplocos tribracteolata",20.5,48.26,1.32,36.56060606,NA,NA,0.074011,17.83518666,0.027351844,"20",13.84,0.154,107.7272727,89.87012987,8.987012987,NA,NA,NA
"227","Vanessa_1261","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Arecaceae","Prestoea","acuminata","Prestoea acuminata",6.3,45.75,1.58,28.9556962,NA,NA,0.114199,13.83549768,0.034535519,"",13.84,0.106,156.509434,130.5660377,13.05660377,NA,NA,NA
"228","Vanessa_1262","Cacao","Cacao-2","Guanacaste","30_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Fabaceae","Inga","longispica","Inga longispica",8.2,49.8,3.41,14.60410557,NA,NA,0.178468,19.10706681,0.068473896,"6",13.84,0.085,195.1764706,162.8235294,16.28235294,NA,NA,NA
"229","Vanessa_1263","Cacao","Cacao-2","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Rubiaceae","Rondeletia","chaconii","Rondeletia chaconii",6.6,46.03,2,23.015,NA,NA,0.079176,25.26017985,0.043449924,"6",13.84,0.073,227.260274,189.5890411,18.95890411,NA,NA,NA
"230","Vanessa_1264","Cacao","Cacao-2","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Melastomataceae","Miconia","brenesii","Miconia brenesii",5,35.77,2.28,15.68859649,NA,NA,0.132248,17.24033634,0.063740565,"6",13.84,0.049,338.5714286,282.4489796,28.24489796,NA,NA,NA
"231","Vanessa_1265","Cacao","Cacao-2","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Hippocrateaceae","Salacia","petenensis","Salacia petenensis",17.8,51.19,2.18,23.48165138,NA,NA,0.10404,20.95347943,0.042586443,"3",61.9,0.557,111.6427289,111.1310592,11.11310592,NA,NA,NA
"232","Vanessa_1266","Cacao","Cacao-2","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Rubiaceae","Psychotria","graciliflora","Psychotria graciliflora",4.7,43.78,2.67,16.39700375,NA,NA,0.143392,18.62028565,0.060986752,"5",13.84,0.063,263.3333333,219.6825397,21.96825397,NA,NA,NA
"233","Vanessa_1267","Cacao","Cacao-2","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Boraginaceae","Cordia","cymosa","Cordia cymosa",4.4,46.62268337,2.668188679,17.47353316,NA,NA,0.094181,28.33043479,0.05722941,"",61.9,0.311,199.9517685,199.0353698,19.90353698,NA,NA,NA
"234","Vanessa_1268","Cacao","Cacao-2","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Rubiaceae","Palicourea","","Palicourea",3,41.70364102,3.371886792,12.36804305,NA,NA,0.103717,32.51045434,0.080853535,"4",55.71,0.207,270.3695652,269.1304348,26.91304348,NA,NA,NA
"235","Vanessa_1269","Cacao","Cacao-2","Guanacaste","_1_km_above_Cacao_Biological_Station._Pacific_slope_of_Cacao_Volcano.","Tropical_lower_montane_wet_Forest","Tree",10.9326,-85.4588,1500,NA,"Malvaceae","Malvaviscus","arboreus","Malvaviscus arboreus",6.3,43.52368669,3.225283019,13.49453255,NA,NA,0.243175,13.26321792,0.074104086,"5",48.282,0.26,186.555,185.7,18.57,NA,NA,NA
"236","Vanessa_1160","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Myrtaceae","Myrciaria","floribunda","Myrciaria floribunda",7,49.250222,2.07132,23.7772155,NA,NA,0.141139,14.67577843,0.042057069,"",NA,0.054,NA,122.8889,12.28889,NA,NA,NA
"237","Vanessa_1161","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Lianna",10.95428,-85.49187,685,NA,"Bignoniaceae","","","",10,48.436275,2.633184,18.39456529,NA,NA,0.252405,10.43239489,0.054363883,"",NA,0.198,NA,109.8919,10.98919,NA,NA,NA
"238","Vanessa_1162","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Lianna",10.95428,-85.49187,685,NA,"Sapindaceae","","","",3,52.273595,2.093952,24.96408466,NA,NA,0.12553,16.6808522,0.040057547,"",NA,0.143,NA,169.4,16.94,NA,NA,NA
"239","Vanessa_1163","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Lianna",10.95428,-85.49187,685,NA,"Boraginaceae","Rochefortia","lundellii","Rochefortia lundellii",13,44.434521,3.21186,13.83451365,NA,NA,0.163577,19.63511976,0.072282989,"",NA,0.44,NA,22.94773,2.294773,NA,NA,NA
"240","Vanessa_1164","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Sapotaceae","Pouteria","","",3.6,47.693646,2.560278,18.62830755,NA,NA,0.078171,32.75239471,0.053681742,"",NA,0.384,NA,146.6667,14.66667,NA,NA,NA
"241","Vanessa_1165","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Sapotaceae","Pouteria","","",NA,47.693646,2.560278,18.62830755,NA,NA,0.064092,39.94674139,0.053681742,"",NA,NA,NA,NA,NA,NA,NA,NA
"242","Vanessa_1166","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Fabaceae","Swartzia","cubensis","Swartzia cubensis",3.7,54.960906,4.0467,13.58166061,NA,NA,0.112349,36.01910168,0.073628699,"",NA,0.069,NA,197.8609,19.78609,NA,NA,NA
"243","Vanessa_1167","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Fabaceae","Swartzia","cubensis","Swartzia cubensis",NA,54.960906,4.0467,13.58166061,NA,NA,0.064211,63.0215662,0.073628699,"",NA,NA,NA,NA,NA,NA,NA,NA
"244","Vanessa_1168","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Fabaceae","Inga","densiflora","Inga densiflora",21.7,50.7357,3.932064,12.90307075,NA,NA,0.172431,22.80372936,0.077500931,"",NA,0.052,NA,185.0423,18.50423,NA,NA,NA
"245","Vanessa_1169","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Aquifoliaceae","Ilex","haberi","Ilex haberi",3.4,48.731986,1.9926,24.45648198,NA,NA,0.201883,9.870071481,0.040888955,"",NA,0.101,NA,167.0891,16.70891,NA,NA,NA
"246","Vanessa_1170","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Lianna",10.95428,-85.49187,685,NA,"Hippocrateaceae","Salacia","petenensis","Salacia petenensis",6.3,53.290237,1.820028,29.27989954,NA,NA,0.104777,17.37055203,0.034153123,"",NA,0.742,NA,79.3531,7.93531,NA,NA,NA
"247","Vanessa_1171","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Rubiaceae","Faramea","","",2.8,42.97205,2.05164,20.94521943,NA,NA,0.037841,54.21690667,0.047743591,"",NA,0.335,NA,145.194,14.5194,NA,NA,NA
"248","Vanessa_1172","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Clusiaceae","Garcinia","intermedia","Garcinia intermedia",20.8,51.53679,1.546848,33.31729427,NA,NA,0.059517,25.99009365,0.030014442,"",NA,0.157,NA,90.87516,9.087516,NA,NA,NA
"249","Vanessa_1173","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Myrsinaceae","Ardisia","revoluta","Ardisia revoluta",3,45.740214,1.612895,28.35907731,NA,NA,0.1006,16.03271568,0.035262078,"",NA,0.221,NA,174.39,17.439,NA,NA,NA
"250","Vanessa_1174","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Rutaceae","Amyris","pinnata","Amyris pinnata",3.6,46.181135,3.061674,15.08362255,NA,NA,0.068653,44.59653497,0.066297071,"",NA,0.104,NA,118.5115,11.85115,NA,NA,NA
"251","Vanessa_1175","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Simaroubaceae","Simarouba","amara","Simarouba amara",10.5,48.914951,2.453112,19.93995831,NA,NA,0.1498,16.37586867,0.050150556,"",NA,0.133,NA,124.7368,12.47368,NA,NA,NA
"252","Vanessa_1176","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Myrtaceae","Eugenia","chiapensis","Eugenia chiapensis",2.8,48.634586,2.98074,16.31627918,NA,NA,0.061652,48.34755592,0.061288483,"",NA,0.058,NA,183.0621,18.30621,NA,NA,NA
"253","Vanessa_1177","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Lianna",10.95428,-85.49187,685,NA,"Hippocrateaceae","Hippocratea","volubilis","Hippocratea volubilis",4.9,41.725684,1.702575,24.5073985,NA,NA,0.06181,27.54519115,0.040804005,"",NA,0.134,NA,114.6269,11.46269,NA,NA,NA
"254","Vanessa_1178","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Sapotaceae","Chrysophyllum","","",49.6,48.788359,2.665656,18.3025713,NA,NA,0.166247,16.03431666,0.054637132,"",NA,0.14,NA,161.8543,16.18543,NA,NA,NA
"255","Vanessa_1179","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Rubiaceae","Randia","armata","Randia armata",3.4,43.789746,2.400384,18.24280865,NA,NA,0.075314,31.87151366,0.054816121,"",NA,0.118,NA,173.5593,17.35593,NA,NA,NA
"256","Vanessa_1180","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Fabaceae","Inga","punctata","Inga punctata",3,48.427524,2.6666,18.16077552,NA,NA,0.124991,21.3344022,0.055063728,"",NA,0.168,NA,182.8571,18.28571,NA,NA,NA
"257","Vanessa_1181","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Lauraceae","Ocotea","floribunda","Ocotea floribunda",5.6,51.835784,2.815911,18.40817554,NA,NA,0.080195,35.11339451,0.054323689,"",NA,0.505,NA,145.4127,14.54127,NA,NA,NA
"258","Vanessa_1182","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Moraceae","Brosimum","alicastrum","Brosimum alicastrum",3.5,40.635043,2.395056,16.96621833,NA,NA,0.049529,48.35712013,0.058940654,"",NA,0.182,NA,168.7912,16.87912,NA,NA,NA
"259","Vanessa_1183","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Aquifoliaceae","Ilex","","",46.7,47.045999,1.551564,30.32166188,NA,NA,0.145166,10.68816909,0.032979723,"",NA,0.358,NA,105.8006,10.58006,NA,NA,NA
"260","Vanessa_1184","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Sapotaceae","Pouteria","","",2.5,49.286664,2.98898,16.48945928,NA,NA,0.169991,17.58315035,0.060644802,"",NA,0.242,NA,188.6405,18.86405,NA,NA,NA
"261","Vanessa_1185","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Sapindaceae","Dilodendron","costaricense","Dilodendron costaricense",5.7,50.552735,2.41572,20.92657055,NA,NA,0.086254,28.00688824,0.047786139,"",NA,0.038,NA,209.5579,20.95579,NA,NA,NA
"262","Vanessa_1186","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Sapotaceae","Pouteria","","",13.1,46.322276,1.764756,26.24854427,NA,NA,0.078638,22.44162805,0.038097351,"",NA,0.146,NA,153.5767,15.35767,NA,NA,NA
"263","Vanessa_1187","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Lianna",10.95428,-85.49187,685,NA,"Sapindaceae","","","",3.1,49.69965,3.746652,13.26508307,NA,NA,0.190525,19.66484255,0.075385883,"",NA,0.045,NA,268.6178,26.86178,NA,NA,NA
"264","Vanessa_1188","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Piperaceae","Piper","arboreum","Piper arboreum",2.7,46.473427,3.66177,12.69151995,NA,NA,0.084229,43.47386561,0.078792769,"",NA,0.262,NA,214.2305,21.42305,NA,NA,NA
"265","Vanessa_1189","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Myrtaceae","Calyptranthes","chytraculia","Calyptranthes chytraculia",6.6,47.336289,1.636446,28.92627621,NA,NA,0.073131,22.37690792,0.034570644,"",NA,0.208,NA,112.1308,11.21308,NA,NA,NA
"266","Vanessa_1190","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Ochnaceae","Ouratea","lucens","Ouratea lucens",3.2,49.52912,1.53504,32.26568689,NA,NA,0.065878,23.30138133,0.030992677,"",NA,0.618,NA,113.835,11.3835,NA,NA,NA
"267","Vanessa_1191","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Violaceae","Rinorea","deflexiflora","Rinorea deflexiflora",3,47.169783,2.259645,20.87486441,NA,NA,0.16099,14.03590017,0.047904503,"",NA,0.235,NA,202.3294,20.23294,NA,NA,NA
"268","Vanessa_1192","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Myrtaceae","Eugenia","","",11.9,48.974291,2.564304,19.09847311,NA,NA,0.082995,30.89696599,0.052360207,"",NA,0.195,NA,116.6872,11.66872,NA,NA,NA
"269","Vanessa_1193","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Rubiaceae","Randia","armata","Randia armata",3.45,45.89406,3.26758,14.0452751,NA,NA,0.100583,32.48644674,0.071198321,"",NA,0.327,NA,168.8911,16.88911,NA,NA,NA
"270","Vanessa_1194","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Aquifoliaceae","Ilex","skutchii","Ilex skutchii",38.3,48.006945,1.750205,27.42932685,NA,NA,0.107896,16.22120919,0.036457329,"",NA,0.251,NA,85.36574,8.536574,NA,NA,NA
"271","Vanessa_1195","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Sapotaceae","Pouteria","","",15.5,51.49144,2.969883,17.33786819,NA,NA,0.122004,24.34246023,0.057677218,"",NA,0.497,NA,120.9457,12.09457,NA,NA,NA
"272","Vanessa_1196","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Rhizophoraceae","Cassipourea","elliptica","Cassipourea elliptica",9.3,49.256156,2.76504,17.8139036,NA,NA,0.152021,18.18852235,0.056135927,"",NA,0.173,NA,123.8543,12.38543,NA,NA,NA
"273","Vanessa_1197","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Flacourtiaceae","Casearia","coronata","Casearia coronata",4.4,44.217738,2.810875,15.73095139,NA,NA,0.062415,45.03493414,0.063568946,"",NA,0.255,NA,101.8729,10.18729,NA,NA,NA
"274","Vanessa_1198","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Sapotaceae","Pouteria","","",8.3,47.054642,2.429496,19.36806729,NA,NA,0.09546,25.45041812,0.051631378,"",NA,0.12,NA,170.2617,17.02617,NA,NA,NA
"275","Vanessa_1199","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Lianna",10.95428,-85.49187,685,NA,"Bignoniaceae","","","",7.1,43.558515,2.235555,19.48443004,NA,NA,0.437598,5.10869666,0.051323031,"",NA,0.14,NA,282.3971,28.23971,NA,NA,NA
"276","Vanessa_1200","Maritza","Maritza","Guanacaste","Area_de_Concervacion_Guanacaste","Tropical_premontane_moist_forest","Tree",10.95428,-85.49187,685,NA,"Rubiaceae","Psychotria","eurycarpa","Psychotria eurycarpa",4.3,43.561518,3.165309,13.76216919,NA,NA,0.083716,37.80995891,0.072662964,"",NA,0.042,NA,323.9,32.39,NA,NA,NA
